hhid,sectiono1,sectiono3,sectiono4,sectiono5
878,chickens,yes,3,180
878,ducks/geese,no,,
878,beehives,no,,
878,other,no,,
879,calves,no,,
879,bulls,no,,
879,oxen,yes,1,3500
879,heifer,yes,1,2000
879,cows,no,,
879,young bulls,yes,1,1000
879,sheep,no,,
879,goats,no,,
879,horses,no,,
879,donkeys,no,,
879,mules,no,,
879,camels,no,,
879,pigs,no,,
879,chickens,no,,
879,ducks/geese,no,,
879,beehives,no,,
879,other,no,,
880,calves,yes,2,2000
880,bulls,no,,
880,oxen,yes,2,8000
880,heifer,yes,1,2000
880,cows,yes,2,11000
880,young bulls,no,,
880,sheep,no,,
880,goats,no,,
880,horses,yes,1,1000
880,donkeys,no,,
880,mules,no,,
880,camels,no,,
880,pigs,no,,
880,chickens,yes,2,100
880,ducks/geese,no,,
880,beehives,no,,
880,other,no,,
881,calves,yes,2,900
881,bulls,no,,
881,oxen,yes,2,8000
881,heifer,yes,1,2000
881,cows,yes,2,6000
881,young bulls,yes,2,4000
881,sheep,no,,
881,goats,no,,
881,horses,no,,
881,donkeys,no,,
881,mules,no,,
881,camels,no,,
881,pigs,no,,
881,chickens,no,,
881,ducks/geese,no,,
881,beehives,no,,
881,other,no,,
882,calves,yes,1,1000
882,bulls,no,,
882,oxen,yes,1,4000
882,heifer,yes,1,1000
882,cows,yes,1,2000
882,young bulls,no,,
882,sheep,no,,
882,goats,no,,
882,horses,no,,
882,donkeys,no,,
882,mules,no,,
882,camels,no,,
882,pigs,no,,
882,chickens,no,,
882,ducks/geese,no,,
882,beehives,no,,
882,other,no,,
883,calves,yes,2,700
883,bulls,no,,
883,oxen,yes,2,12000
883,heifer,yes,2,8000
883,cows,yes,2,9000
883,young bulls,yes,1,3000
883,sheep,yes,4,2000
883,goats,no,,
883,horses,no,,
883,donkeys,no,,
883,mules,no,,
883,camels,no,,
883,pigs,no,,
883,chickens,no,,
883,ducks/geese,no,,
883,beehives,yes,1,400
883,other,no,,
884,calves,yes,1,1000
884,bulls,no,,
884,oxen,no,,
884,heifer,no,,
884,cows,yes,1,3000
884,young bulls,no,,
884,sheep,no,,
884,goats,no,,
884,horses,yes,2,2000
884,donkeys,no,,
884,mules,no,,
884,camels,no,,
884,pigs,no,,
884,chickens,no,,
884,ducks/geese,no,,
884,beehives,no,,
884,other,no,,
885,calves,yes,1,200
885,bulls,yes,1,3000
885,oxen,yes,2,9000
885,heifer,yes,1,2000
885,cows,yes,2,7000
885,young bulls,no,,
885,sheep,yes,2,1900
885,goats,no,,
885,horses,no,,
885,donkeys,yes,2,1000
885,mules,no,,
885,camels,no,,
885,pigs,no,,
885,chickens,no,,
885,ducks/geese,no,,
885,beehives,yes,9,3600
885,other,no,,
886,calves,yes,2,1100
886,bulls,no,,
886,oxen,yes,2,10000
886,heifer,no,,
886,cows,yes,2,9000
886,young bulls,no,,
886,sheep,no,,
886,goats,yes,4,1400
886,horses,no,,
886,donkeys,yes,1,600
886,mules,no,,
886,camels,no,,
886,pigs,no,,
886,chickens,yes,16,175
886,ducks/geese,no,,
886,beehives,yes,2,1000
886,other,no,,
887,calves,yes,1,600
887,bulls,yes,1,2000
887,oxen,yes,1,3000
887,heifer,no,,
887,cows,yes,1,1000
887,young bulls,no,,
887,sheep,no,,
887,goats,no,,
887,horses,no,,
887,donkeys,no,,
887,mules,no,,
887,camels,no,,
887,pigs,no,,
887,chickens,no,,
887,ducks/geese,no,,
887,beehives,no,,
887,other,no,,
888,calves,yes,1,1000
888,bulls,no,,
888,oxen,yes,2,1000
888,heifer,yes,1,3000
888,cows,yes,1,6000
888,young bulls,no,,
888,sheep,yes,2,1700
888,goats,no,,
888,horses,no,,
888,donkeys,yes,2,1000
888,mules,no,,
888,camels,no,,
888,pigs,no,,
888,chickens,yes,3,150
888,ducks/geese,no,,
888,beehives,no,,
888,other,no,,
889,calves,no,,
889,bulls,no,,
889,oxen,yes,1,4000
889,heifer,no,,
889,cows,no,,
889,young bulls,no,,
889,sheep,no,,
889,goats,no,,
889,horses,yes,1,300
889,donkeys,no,,
889,mules,no,,
889,camels,no,,
889,pigs,no,,
889,chickens,no,,
889,ducks/geese,no,,
889,beehives,no,,
889,other,no,,
890,calves,yes,1,500
890,bulls,no,,
890,oxen,yes,2,11000
890,heifer,no,,
890,cows,yes,1,4000
890,young bulls,yes,1,2000
890,sheep,yes,3,1490
890,goats,no,,
890,horses,no,,
890,donkeys,yes,2,1700
890,mules,no,,
890,camels,no,,
890,pigs,yes,2,140
890,chickens,no,,
890,ducks/geese,no,,
890,beehives,no,,
890,other,no,,
891,calves,yes,1,600
891,bulls,no,,
891,oxen,yes,4,1600
891,heifer,yes,2,4000
891,cows,yes,3,21000
891,young bulls,no,,
891,sheep,yes,4,2400
891,goats,yes,1,1300
891,horses,no,,
891,donkeys,yes,1,1000
891,mules,no,,
891,camels,no,,
891,pigs,no,,
891,chickens,yes,2,170
891,ducks/geese,no,,
891,beehives,no,,
891,other,no,,
892,calves,no,,
892,bulls,no,,
892,oxen,yes,2,8000
892,heifer,yes,1,2500
892,cows,no,,
892,young bulls,no,,
892,sheep,yes,2,1000
892,goats,no,,
892,horses,no,,
892,donkeys,yes,1,800
892,mules,no,,
892,camels,no,,
892,pigs,no,,
892,chickens,yes,2,130
892,ducks/geese,no,,
892,beehives,no,,
892,other,no,,
900,calves,yes,2,2000
900,bulls,no,,
900,oxen,yes,2,12000
900,heifer,no,,
900,cows,yes,2,15000
900,young bulls,no,,
900,sheep,yes,2,1800
900,goats,no,,
900,horses,no,,
900,donkeys,yes,1,1500
900,mules,no,,
900,camels,no,,
900,pigs,no,,
900,chickens,yes,17,660
900,ducks/geese,no,,
900,beehives,yes,2,1200
900,other,no,,
893,calves,no,,
893,bulls,no,,
893,oxen,yes,1,3500
893,heifer,yes,1,3000
893,cows,no,,
893,young bulls,no,,
893,sheep,no,,
893,goats,yes,2,1000
893,horses,no,,
893,donkeys,yes,2,1800
893,mules,no,,
893,camels,no,,
893,pigs,no,,
893,chickens,yes,2,120
893,ducks/geese,no,,
893,beehives,no,,
893,other,no,,
894,calves,yes,3,3200
894,bulls,no,,
894,oxen,yes,2,10000
894,heifer,no,,
894,cows,yes,3,11000
894,young bulls,no,,
894,sheep,yes,1,1000
894,goats,no,,
894,horses,no,,
894,donkeys,yes,1,400
894,mules,no,,
894,camels,no,,
894,pigs,no,,
894,chickens,yes,4,250
894,ducks/geese,no,,
894,beehives,no,,
894,other,no,,
895,calves,yes,1,300
895,bulls,no,,
895,oxen,yes,1,4000
895,heifer,no,,
895,cows,yes,1,2000
895,young bulls,no,,
895,sheep,no,,
895,goats,no,,
895,horses,no,,
895,donkeys,no,,
895,mules,no,,
895,camels,no,,
895,pigs,no,,
895,chickens,yes,1,50
895,ducks/geese,no,,
895,beehives,no,,
895,other,no,,
896,calves,yes,1,don't know
896,bulls,no,,
896,oxen,yes,2,10000
896,heifer,no,,
896,cows,yes,1,4000
896,young bulls,yes,2,3000
896,sheep,no,,
896,goats,no,,
896,horses,no,,
896,donkeys,yes,1,900
896,mules,no,,
896,camels,no,,
896,pigs,no,,
896,chickens,yes,2,40
896,ducks/geese,no,,
896,beehives,no,,
896,other,no,,
897,calves,yes,1,500
897,bulls,no,,
897,oxen,yes,1,4000
897,heifer,no,,
897,cows,yes,1,3000
897,young bulls,no,,
897,sheep,yes,1,400
897,goats,no,,
897,horses,no,,
897,donkeys,no,,
897,mules,no,,
897,camels,no,,
897,pigs,no,,
897,chickens,yes,2,100
897,ducks/geese,no,,
897,beehives,no,,
897,other,no,,
898,calves,yes,1,200
898,bulls,no,,
898,oxen,yes,1,4000
898,heifer,no,,
898,cows,yes,1,3000
898,young bulls,no,,
898,sheep,no,,
898,goats,no,,
898,horses,no,,
898,donkeys,no,,
898,mules,no,,
898,camels,no,,
898,pigs,no,,
898,chickens,no,,
898,ducks/geese,no,,
898,beehives,no,,
898,other,no,,
899,calves,yes,2,2400
899,bulls,no,,
899,oxen,yes,2,6000
899,heifer,no,,
899,cows,no,,
899,young bulls,yes,1,1900
899,sheep,yes,9,5000
899,goats,no,,
899,horses,no,,
899,donkeys,yes,2,1800
899,mules,no,,
899,camels,no,,
899,pigs,no,,
899,chickens,yes,6,480
899,ducks/geese,no,,
899,beehives,yes,3,1200
899,other,no,,
901,calves,yes,2,1000
901,bulls,no,,
901,oxen,yes,2,8000
901,heifer,no,,
901,cows,yes,2,8000
901,young bulls,no,,
901,sheep,yes,2,1600
901,goats,no,,
901,horses,no,,
901,donkeys,yes,1,1500
901,mules,no,,
901,camels,no,,
901,pigs,no,,
901,chickens,no,,
901,ducks/geese,no,,
901,beehives,no,,
901,other,no,,
902,calves,yes,1,400
902,bulls,no,,
902,oxen,yes,2,800
902,heifer,no,,
902,cows,yes,1,6000
902,young bulls,no,,
902,sheep,no,,
902,goats,no,,
902,horses,no,,
902,donkeys,no,,
902,mules,no,,
902,camels,no,,
902,pigs,no,,
902,chickens,yes,2,140
902,ducks/geese,no,,
902,beehives,no,,
902,other,no,,
903,calves,yes,3,4500
903,bulls,no,,
903,oxen,yes,4,24000
903,heifer,yes,1,3000
903,cows,yes,2,14000
903,young bulls,yes,2,8000
903,sheep,yes,5,4000
903,goats,no,,
903,horses,no,,
903,donkeys,yes,1,1300
903,mules,no,,
903,camels,no,,
903,pigs,no,,
903,chickens,yes,10,800
903,ducks/geese,no,,
903,beehives,yes,2,1000
903,other,no,,
904,calves,yes,4,4000
904,bulls,yes,2,6000
904,oxen,yes,4,32000
904,heifer,yes,4,8000
904,cows,yes,4,26000
904,young bulls,yes,2,10000
904,sheep,yes,3,3000
904,goats,no,,
904,horses,no,,
904,donkeys,yes,3,3900
904,mules,yes,1,7000
904,camels,no,,
904,pigs,no,,
904,chickens,yes,30,2100
904,ducks/geese,no,,
904,beehives,yes,36,18000
904,other,no,,
905,calves,yes,1,2000
905,bulls,no,,
905,oxen,yes,2,10000
905,heifer,no,,
905,cows,yes,2,8000
905,young bulls,no,,
