hhid,sectiono1,sectiono3,sectiono4,sectiono5
1006,pigs,no,,
1006,chickens,yes,10,400
1006,ducks/geese,no,,
1006,beehives,no,,
1006,other,no,,
1007,calves,yes,1,800
1007,bulls,yes,2,6000
1007,oxen,no,,
1007,heifer,no,,
1007,cows,yes,1,3000
1007,young bulls,no,,
1007,sheep,no,,
1007,goats,no,,
1007,horses,yes,1,1000
1007,donkeys,yes,1,1750
1007,mules,no,,
1007,camels,no,,
1007,pigs,no,,
1007,chickens,no,,
1007,ducks/geese,no,,
1007,beehives,no,,
1007,other,no,,
1008,calves,no,,
1008,bulls,yes,4,13500
1008,oxen,yes,1,5500
1008,heifer,yes,2,5300
1008,cows,yes,1,2500
1008,young bulls,no,,
1008,sheep,yes,10,6000
1008,goats,no,,
1008,horses,no,,
1008,donkeys,yes,2,4000
1008,mules,no,,
1008,camels,no,,
1008,pigs,no,,
1008,chickens,yes,1,70
1008,ducks/geese,no,,
1008,beehives,yes,1,20
1008,other,no,,
1009,calves,yes,3,3000
1009,bulls,yes,3,12000
1009,oxen,yes,3,1800
1009,heifer,yes,7,2100
1009,cows,yes,3,12000
1009,young bulls,no,,
1009,sheep,yes,5,2000
1009,goats,yes,10,5000
1009,horses,yes,2,8000
1009,donkeys,yes,2,2000
1009,mules,no,,
1009,camels,no,,
1009,pigs,no,,
1009,chickens,yes,5,350
1009,ducks/geese,no,,
1009,beehives,yes,5,350
1009,other,no,,
1010,calves,yes,2,1500
1010,bulls,no,,
1010,oxen,yes,2,7050
1010,heifer,no,,
1010,cows,yes,2,9000
1010,young bulls,no,,
1010,sheep,yes,3,2000
1010,goats,no,,
1010,horses,yes,1,1000
1010,donkeys,yes,2,3500
1010,mules,no,,
1010,camels,no,,
1010,pigs,no,,
1010,chickens,yes,6,300
1010,ducks/geese,no,,
1010,beehives,no,,
1010,other,no,,
1011,calves,yes,1,1000
1011,bulls,yes,1,3000
1011,oxen,yes,2,9000
1011,heifer,yes,1,1500
1011,cows,yes,1,2500
1011,young bulls,no,,
1011,sheep,yes,6,3000
1011,goats,no,,
1011,horses,no,,
1011,donkeys,no,,
1011,mules,no,,
1011,camels,no,,
1011,pigs,no,,
1011,chickens,yes,11,800
1011,ducks/geese,no,,
1011,beehives,no,,
1011,other,no,,
1012,calves,yes,3,2100
1012,bulls,no,,
1012,oxen,yes,2,8500
1012,heifer,no,,
1012,cows,yes,1,2500
1012,young bulls,no,,
1012,sheep,yes,2,1000
1012,goats,no,,
1012,horses,yes,1,3000
1012,donkeys,no,,
1012,mules,no,,
1012,camels,no,,
1012,pigs,no,,
1012,chickens,no,,
1012,ducks/geese,no,,
1012,beehives,no,,
1012,other,no,,
1013,calves,yes,2,1400
1013,bulls,yes,1,1550
1013,oxen,yes,1,12000
1013,heifer,yes,1,3000
1013,cows,yes,2,10000
1013,young bulls,no,,
1013,sheep,no,,
1013,goats,no,,
1013,horses,no,,
1013,donkeys,yes,5,7800
1013,mules,no,,
1013,camels,no,,
1013,pigs,no,,
1013,chickens,yes,2,150
1013,ducks/geese,no,,
1013,beehives,no,,
1013,other,no,,
1014,calves,yes,2,500
1014,bulls,no,,
1014,oxen,yes,1,7000
1014,heifer,yes,1,1200
1014,cows,yes,2,8000
1014,young bulls,no,,
1014,sheep,no,,
1014,goats,yes,3,3000
1014,horses,yes,1,1200
1014,donkeys,no,,
1014,mules,no,,
1014,camels,no,,
1014,pigs,no,,
1014,chickens,no,,
1014,ducks/geese,no,,
1014,beehives,no,,
1014,other,no,,
1015,calves,yes,1,500
1015,bulls,no,,
1015,oxen,yes,2,10000
1015,heifer,yes,1,2000
1015,cows,yes,1,3000
1015,young bulls,no,,
1015,sheep,no,,
1015,goats,no,,
1015,horses,no,,
1015,donkeys,no,,
1015,mules,no,,
1015,camels,no,,
1015,pigs,no,,
1015,chickens,no,,
1015,ducks/geese,no,,
1015,beehives,no,,
1015,other,no,,
1016,calves,no,,
1016,bulls,no,,
1016,oxen,yes,1,4000
1016,heifer,yes,2,7000
1016,cows,no,,
1016,young bulls,no,,
1016,sheep,yes,5,2500
1016,goats,no,,
1016,horses,no,,
1016,donkeys,no,,
1016,mules,no,,
1016,camels,no,,
1016,pigs,no,,
1016,chickens,yes,2,120
1016,ducks/geese,no,,
1016,beehives,no,,
1016,other,no,,
1017,calves,no,,
1017,bulls,yes,1,1500
1017,oxen,yes,2,8000
1017,heifer,yes,2,3000
1017,cows,yes,1,4000
1017,young bulls,no,,
1017,sheep,yes,8,40
1017,goats,no,,
1017,horses,no,,
1017,donkeys,yes,1,1500
1017,mules,no,,
1017,camels,no,,
1017,pigs,no,,
1017,chickens,no,,
1017,ducks/geese,no,,
1017,beehives,no,,
1017,other,no,,
1018,calves,yes,1,500
1018,bulls,no,,
1018,oxen,yes,1,4000
1018,heifer,no,,
1018,cows,yes,1,3000
1018,young bulls,no,,
1018,sheep,no,,
1018,goats,no,,
1018,horses,yes,1,800
1018,donkeys,yes,1,1500
1018,mules,no,,
1018,camels,no,,
1018,pigs,no,,
1018,chickens,yes,2,120
1018,ducks/geese,no,,
1018,beehives,no,,
1018,other,no,,
1019,calves,yes,2,2000
1019,bulls,yes,2,3000
1019,oxen,yes,2,12000
1019,heifer,yes,2,5000
1019,cows,yes,2,10000
1019,young bulls,yes,2,6000
1019,sheep,no,,
1019,goats,yes,4,2400
1019,horses,no,,
1019,donkeys,yes,2,2400
1019,mules,no,,
1019,camels,no,,
1019,pigs,no,,
1019,chickens,yes,5,290
1019,ducks/geese,no,,
1019,beehives,no,,
1019,other,no,,
1020,calves,yes,2,1600
1020,bulls,no,,
1020,oxen,yes,2,12000
1020,heifer,no,,
1020,cows,yes,2,10000
1020,young bulls,yes,2,4000
1020,sheep,no,,
1020,goats,yes,4,2000
1020,horses,no,,
1020,donkeys,no,,
1020,mules,no,,
1020,camels,no,,
1020,pigs,no,,
1020,chickens,yes,12,600
1020,ducks/geese,no,,
1020,beehives,no,,
1020,other,no,,
1021,calves,no,,
1021,bulls,yes,2,1000
1021,oxen,no,,
1021,heifer,yes,1,4000
1021,cows,yes,1,4000
1021,young bulls,yes,1,3000
1021,sheep,no,,
1021,goats,yes,20,10000
1021,horses,no,,
1021,donkeys,yes,3,4500
1021,mules,no,,
1021,camels,no,,
1021,pigs,no,,
1021,chickens,yes,10,500
1021,ducks/geese,no,,
1021,beehives,no,,
1021,other,no,,
1022,calves,yes,2,1000
1022,bulls,yes,1,6000
1022,oxen,yes,2,10000
1022,heifer,yes,2,4000
1022,cows,yes,2,8000
1022,young bulls,yes,1,4000
1022,sheep,no,,
1022,goats,yes,4,2000
1022,horses,no,,
1022,donkeys,yes,2,3000
1022,mules,no,,
1022,camels,no,,
1022,pigs,no,,
1022,chickens,yes,4,240
1022,ducks/geese,no,,
1022,beehives,no,,
1022,other,no,,
1023,calves,yes,2,2000
1023,bulls,yes,2,10000
1023,oxen,yes,1,6000
1023,heifer,no,,
1023,cows,yes,2,16000
1023,young bulls,no,,
1023,sheep,no,,
1023,goats,yes,10,5000
1023,horses,no,,
1023,donkeys,yes,1,1500
1023,mules,no,,
1023,camels,no,,
1023,pigs,no,,
1023,chickens,yes,6,600
1023,ducks/geese,no,,
1023,beehives,no,,
1023,other,no,,
1024,calves,no,,
1024,bulls,no,,
1024,oxen,no,,
1024,heifer,no,,
1024,cows,no,,
1024,young bulls,no,,
1024,sheep,no,,
1024,goats,yes,4,400
1024,horses,no,,
1024,donkeys,no,,
1024,mules,no,,
1024,camels,no,,
1024,pigs,no,,
1024,chickens,no,,
1024,ducks/geese,no,,
1024,beehives,no,,
1024,other,no,,
1025,calves,yes,1,500
1025,bulls,no,,
1025,oxen,no,,
1025,heifer,no,,
1025,cows,yes,1,5000
1025,young bulls,no,,
1025,sheep,no,,
1025,goats,no,,
1025,horses,no,,
1025,donkeys,no,,
1025,mules,no,,
1025,camels,no,,
1025,pigs,no,,
1025,chickens,no,,
1025,ducks/geese,no,,
1025,beehives,no,,
1025,other,no,,
1026,calves,yes,2,1000
1026,bulls,no,,
1026,oxen,yes,2,12000
1026,heifer,no,,
1026,cows,yes,2,10000
1026,young bulls,yes,2,4000
1026,sheep,no,,
1026,goats,no,,
1026,horses,no,,
1026,donkeys,yes,1,1400
1026,mules,no,,
1026,camels,no,,
1026,pigs,no,,
1026,chickens,no,,
1026,ducks/geese,no,,
1026,beehives,no,,
1026,other,no,,
1027,calves,yes,1,1000
1027,bulls,no,,
1027,oxen,yes,2,13000
1027,heifer,yes,1,4000
1027,cows,no,,
1027,young bulls,no,,
1027,sheep,yes,2,1000
1027,goats,no,,
1027,horses,yes,1,5000
1027,donkeys,no,,
1027,mules,no,,
1027,camels,no,,
1027,pigs,no,,
1027,chickens,yes,2,80
1027,ducks/geese,no,,
1027,beehives,no,,
1027,other,no,,
1028,calves,yes,1,1000
1028,bulls,no,,
1028,oxen,yes,2,8000
1028,heifer,yes,1,200
1028,cows,yes,1,5000
1028,young bulls,no,,
1028,sheep,no,,
1028,goats,no,,
1028,horses,no,,
1028,donkeys,no,,
1028,mules,no,,
1028,camels,no,,
1028,pigs,no,,
1028,chickens,yes,1,80
1028,ducks/geese,no,,
1028,beehives,no,,
1028,other,no,,
1029,calves,no,,
1029,bulls,no,,
1029,oxen,yes,1,6000
1029,heifer,no,,
1029,cows,no,,
1029,young bulls,no,,
1029,sheep,no,,
1029,goats,no,,
1029,horses,no,,
1029,donkeys,no,,
1029,mules,no,,
1029,camels,no,,
1029,pigs,no,,
1029,chickens,yes,3,250
1029,ducks/geese,no,,
1029,beehives,no,,
1029,other,no,,
1030,calves,yes,2,3500
1030,bulls,no,,
1030,oxen,yes,2,12000
1030,heifer,no,,
1030,cows,no,,
1030,young bulls,no,,
1030,sheep,no,,
1030,goats,yes,6,2000
1030,horses,no,,
1030,donkeys,yes,2,3000
1030,mules,no,,
1030,camels,no,,
1030,pigs,no,,
1030,chickens,yes,10,700
1030,ducks/geese,no,,
1030,beehives,no,,
1030,other,no,,
1031,calves,no,,
1031,bulls,yes,3,18000
1031,oxen,yes,1,6000
1031,heifer,yes,2,4000
1031,cows,yes,2,10000
1031,young bulls,no,,
1031,sheep,no,,
1031,goats,yes,15,3000
1031,horses,no,,
1031,donkeys,yes,1,1400
1031,mules,no,,
1031,camels,no,,
1031,pigs,no,,
1031,chickens,no,,
1031,ducks/geese,no,,
1031,beehives,no,,
1031,other,no,,
1032,calves,yes,1,1000
1032,bulls,no,,
1032,oxen,yes,2,9000
1032,heifer,yes,1,1500
1032,cows,yes,2,5000
1032,young bulls,no,,
1032,sheep,no,,
1032,goats,yes,3,1200
1032,horses,no,,
1032,donkeys,no,,
1032,mules,no,,
1032,camels,no,,
1032,pigs,no,,
1032,chickens,yes,3,180
1032,ducks/geese,no,,
1032,beehives,no,,
1032,other,no,,
1033,calves,yes,1,5000
1033,bulls,no,,
1033,oxen,yes,3,15000
1033,heifer,yes,2,400
1033,cows,yes,2,600
1033,young bulls,no,,
1033,sheep,no,,
1033,goats,no,,
1033,horses,no,,
1033,donkeys,no,,
1033,mules,no,,
1033,camels,no,,
1033,pigs,no,,
1033,chickens,no,,
1033,ducks/geese,no,,
1033,beehives,no,,
1033,other,no,,
1034,calves,yes,4,1900
1034,bulls,yes,2,4000
1034,oxen,yes,4,20000
1034,heifer,yes,2,4600
1034,cows,yes,3,6000
1034,young bulls,no,,
1034,sheep,yes,1,500
1034,goats,no,,
1034,horses,no,,
1034,donkeys,yes,1,1200
1034,mules,no,,
1034,camels,no,,
1034,pigs,no,,
1034,chickens,yes,5,250
1034,ducks/geese,no,,
1034,beehives,no,,
1034,other,no,,
1035,calves,yes,5,2500
1035,bulls,no,,
1035,oxen,yes,2,10000
1035,heifer,yes,3,9000
1035,cows,yes,5,15000
1035,young bulls,no,,
1035,sheep,yes,3,1200
1035,goats,yes,2,320
1035,horses,no,,
1035,donkeys,yes,1,800
1035,mules,yes,1,6000
1035,camels,no,,
1035,pigs,no,,
1035,chickens,yes,2,60
1035,ducks/geese,no,,
1035,beehives,no,,
1035,other,no,,
1036,calves,yes,3,1500
1036,bulls,yes,3,15000
1036,oxen,yes,3,15000
1036,heifer,yes,2,10000
1036,cows,yes,3,12000
1036,young bulls,yes,3,14000
1036,sheep,no,,
1036,goats,yes,6,1800
1036,horses,no,,
1036,donkeys,no,,
1036,mules,no,,
1036,camels,no,,
1036,pigs,no,,
1036,chickens,yes,4,100
1036,ducks/geese,no,,
1036,beehives,no,,
1036,other,no,,
1037,calves,yes,6,3000
1037,bulls,no,,
1037,oxen,yes,6,30000
1037,heifer,yes,4,16000
1037,cows,yes,6,24000
1037,young bulls,yes,4,12000
1037,sheep,no,,
1037,goats,yes,3,2000
1037,horses,no,,
1037,donkeys,no,,
1037,mules,no,,
1037,camels,no,,
1037,pigs,no,,
1037,chickens,yes,10,300
1037,ducks/geese,no,,
1037,beehives,no,,
1037,other,no,,
1038,calves,yes,2,1300
1038,bulls,no,,
1038,oxen,yes,2,8000
1038,heifer,yes,2,3000
1038,cows,yes,2,8000
1038,young bulls,no,,
1038,sheep,yes,2,500
1038,goats,no,,
1038,horses,no,,
1038,donkeys,yes,1,1300
1038,mules,no,,
1038,camels,no,,
1038,pigs,no,,
1038,chickens,no,,
1038,ducks/geese,no,,
1038,beehives,no,,
1038,other,no,,
1039,calves,no,,
1039,bulls,no,,
1039,oxen,yes,2,6000
1039,heifer,yes,2,3000
1039,cows,yes,1,2500
1039,young bulls,no,,
1039,sheep,no,,
1039,goats,yes,4,don't know
1039,horses,no,,
1039,donkeys,yes,1,900
1039,mules,no,,
1039,camels,no,,
1039,pigs,no,,
1039,chickens,yes,1,40
1039,ducks/geese,no,,
1039,beehives,no,,
1039,other,no,,
1040,calves,yes,1,400
1040,bulls,no,,
1040,oxen,yes,2,10000
1040,heifer,yes,1,1200
1040,cows,yes,1,2500
1040,young bulls,no,,
1040,sheep,yes,3,1200
1040,goats,no,,
1040,horses,yes,1,3000
1040,donkeys,yes,1,2000
1040,mules,no,,
1040,camels,no,,
1040,pigs,no,,
1040,chickens,no,,
1040,ducks/geese,no,,
1040,beehives,no,,
1040,other,no,,
1095,calves,yes,4,4000
1095,bulls,yes,2,7000
1095,oxen,yes,4,24000
1095,heifer,yes,2,6000
1095,cows,yes,3,12000
1095,young bulls,no,,
1095,sheep,no,,
1095,goats,yes,1,500
1095,horses,yes,3,9000
1095,donkeys,yes,3,9000
1095,mules,no,,
1095,camels,no,,
1095,pigs,no,,
1095,chickens,no,,
1095,ducks/geese,no,,
1095,beehives,no,,
1095,other,no,,
1096,calves,no,,
1096,bulls,no,,
1096,oxen,yes,2,10000
1096,heifer,yes,1,1700
1096,cows,no,,
1096,young bulls,no,,
1096,sheep,no,,
1096,goats,yes,1,400
1096,horses,no,,
1096,donkeys,yes,1,1200
1096,mules,no,,
1096,camels,no,,
1096,pigs,no,,
1096,chickens,yes,1,40
1096,ducks/geese,no,,
1096,beehives,no,,
1096,other,no,,
1097,calves,yes,2,600
1097,bulls,no,,
1097,oxen,yes,6,36000
1097,heifer,yes,5,10000
1097,cows,yes,10,15000
1097,young bulls,yes,4,12000
1097,sheep,no,,
1097,goats,yes,10,2000
1097,horses,no,,
1097,donkeys,yes,5,5000
1097,mules,yes,1,8000
1097,camels,no,,
1097,pigs,no,,
1097,chickens,yes,5,250
1097,ducks/geese,no,,
1097,beehives,no,,
1097,other,no,,
1098,calves,no,,
1098,bulls,no,,
1098,oxen,no,,
1098,heifer,no,,
1098,cows,no,,
1098,young bulls,no,,
1098,sheep,no,,
1098,goats,yes,3,1000
1098,horses,no,,
1098,donkeys,no,,
1098,mules,no,,
1098,camels,no,,
1098,pigs,no,,
1098,chickens,no,,
1098,ducks/geese,no,,
1098,beehives,no,,
1098,other,no,,
1099,calves,no,,
1099,bulls,no,,
1099,oxen,yes,2,10000
1099,heifer,no,,
1099,cows,no,,
1099,young bulls,yes,1,3000
1099,sheep,yes,3,2000
1099,goats,yes,3,1500
1099,horses,yes,1,2500
1099,donkeys,yes,1,1100
1099,mules,no,,
1099,camels,no,,
1099,pigs,no,,
1099,chickens,no,,
1099,ducks/geese,no,,
1099,beehives,no,,
1099,other,no,,
1100,calves,yes,4,1500
1100,bulls,yes,3,4500
1100,oxen,yes,6,32000
1100,heifer,yes,4,12000
1100,cows,yes,5,10000
1100,young bulls,no,,
1100,sheep,yes,2,1000
1100,goats,yes,10,4000
1100,horses,no,,
1100,donkeys,yes,1,1200
1100,mules,yes,1,1200
1100,camels,no,,
1100,pigs,no,,
1100,chickens,yes,10,500
1100,ducks/geese,no,,
1100,beehives,yes,2,100
1100,other,no,,
1101,calves,yes,1,2000
1101,bulls,no,,
1101,oxen,yes,1,20000
1101,heifer,no,,
1101,cows,yes,2,10000
1101,young bulls,no,,
1101,sheep,yes,3,2000
1101,goats,yes,4,2000
1101,horses,yes,1,4000
1101,donkeys,yes,1,1500
1101,mules,no,,
1101,camels,no,,
1101,pigs,no,,
1101,chickens,yes,4,200
1101,ducks/geese,no,,
1101,beehives,no,,
1101,other,no,,
1102,calves,yes,2,1000
1102,bulls,yes,3,7500
1102,oxen,yes,4,24000
1102,heifer,yes,3,9000
1102,cows,yes,4,16500
1102,young bulls,no,,
1102,sheep,no,,
1102,goats,yes,6,7000
1102,horses,yes,1,4000
1102,donkeys,yes,2,4500
1102,mules,no,,
1102,camels,no,,
1102,pigs,no,,
1102,chickens,yes,3,150
1102,ducks/geese,no,,
1102,beehives,no,,
1102,other,no,,
1103,calves,no,,
1103,bulls,no,,
1103,oxen,yes,8,64000
1103,heifer,yes,2,5000
1103,cows,yes,4,16000
1103,young bulls,no,,
1103,sheep,no,,
1103,goats,yes,2,1000
1103,horses,no,,
1103,donkeys,yes,3,2400
1103,mules,yes,1,9000
1103,camels,no,,
1103,pigs,no,,
1103,chickens,no,,
1103,ducks/geese,no,,
1103,beehives,no,,
1103,other,no,,
1104,calves,no,,
1104,bulls,no,,
1104,oxen,yes,2,9000
1104,heifer,no,,
1104,cows,yes,1,4000
1104,young bulls,no,,
1104,sheep,no,,
1104,goats,no,,
1104,horses,no,,
1104,donkeys,yes,1,2000
1104,mules,no,,
1104,camels,no,,
1104,pigs,no,,
1104,chickens,yes,4,200
1104,ducks/geese,no,,
1104,beehives,no,,
1104,other,no,,
1105,calves,no,,
1105,bulls,no,,
1105,oxen,yes,3,16000
1105,heifer,no,,
1105,cows,no,,
1105,young bulls,yes,1,3000
1105,sheep,no,,
1105,goats,no,,
1105,horses,no,,
1105,donkeys,yes,1,800
1105,mules,no,,
1105,camels,no,,
1105,pigs,no,,
1105,chickens,yes,5,200
1105,ducks/geese,no,,
1105,beehives,yes,1,100
1105,other,no,,
1106,calves,yes,1,700
1106,bulls,no,,
1106,oxen,yes,2,16000
1106,heifer,no,,
1106,cows,yes,1,4000
1106,young bulls,no,,
1106,sheep,yes,4,2200
1106,goats,no,,
1106,horses,no,,
1106,donkeys,yes,1,1800
1106,mules,no,,
1106,camels,no,,
1106,pigs,no,,
1106,chickens,yes,11,825
1106,ducks/geese,no,,
1106,beehives,yes,1,80
1106,other,no,,
1107,calves,no,,
1107,bulls,no,,
1107,oxen,yes,2,1200
1107,heifer,yes,1,2500
1107,cows,no,,
1107,young bulls,no,,
1107,sheep,no,,
1107,goats,no,,
1107,horses,no,,
1107,donkeys,yes,1,600
1107,mules,no,,
1107,camels,no,,
1107,pigs,no,,
1107,chickens,no,,
1107,ducks/geese,no,,
1107,beehives,no,,
1107,other,no,,
1108,calves,no,,
1108,bulls,no,,
1108,oxen,yes,1,4200
1108,heifer,no,,
1108,cows,no,,
1108,young bulls,yes,1,3000
1108,sheep,no,,
1108,goats,no,,
1108,horses,no,,
1108,donkeys,yes,1,900
1108,mules,no,,
1108,camels,no,,
1108,pigs,no,,
1108,chickens,no,,
1108,ducks/geese,no,,
1108,beehives,no,,
1108,other,no,,
1109,calves,no,,
1109,bulls,no,,
1109,oxen,no,,
1109,heifer,no,,
1109,cows,no,,
1109,young bulls,no,,
1109,sheep,no,,
1109,goats,no,,
1109,horses,no,,
1109,donkeys,no,,
1109,mules,no,,
1109,camels,no,,
1109,pigs,no,,
1109,chickens,no,,
1109,ducks/geese,no,,
1109,beehives,no,,
1109,other,no,,
1110,calves,yes,1,2000
1110,bulls,no,,
1110,oxen,yes,4,40000
1110,heifer,no,,
1110,cows,yes,1,3000
1110,young bulls,no,,
1110,sheep,yes,2,700
1110,goats,no,,
1110,horses,no,,
1110,donkeys,no,,
1110,mules,no,,
1110,camels,no,,
1110,pigs,no,,
1110,chickens,no,,
1110,ducks/geese,no,,
1110,beehives,no,,
1110,other,no,,
1111,calves,yes,1,1000
1111,bulls,no,,
1111,oxen,yes,2,16000
1111,heifer,no,,
1111,cows,yes,1,8000
1111,young bulls,no,,
1111,sheep,no,,
1111,goats,no,,
1111,horses,no,,
1111,donkeys,yes,1,1500
1111,mules,no,,
1111,camels,no,,
1111,pigs,no,,
1111,chickens,no,,
1111,ducks/geese,no,,
1111,beehives,no,,
1111,other,no,,
1112,calves,no,,
1112,bulls,no,,
1112,oxen,yes,1,5000
1112,heifer,no,,
1112,cows,no,,
1112,young bulls,no,,
1112,sheep,no,,
1112,goats,no,,
1112,horses,no,,
1112,donkeys,no,,
1112,mules,no,,
1112,camels,no,,
1112,pigs,no,,
1112,chickens,yes,3,240
1112,ducks/geese,no,,
1112,beehives,no,,
1112,other,no,,
1113,calves,no,,
1113,bulls,no,,
1113,oxen,yes,1,3000
1113,heifer,no,,
1113,cows,no,,
1113,young bulls,no,,
1113,sheep,no,,
1113,goats,no,,
1113,horses,no,,
1113,donkeys,no,,
1113,mules,no,,
1113,camels,no,,
1113,pigs,no,,
1113,chickens,yes,2,140
1113,ducks/geese,no,,
1113,beehives,no,,
1113,other,no,,
1114,calves,no,,
1114,bulls,yes,1,1000
1114,oxen,yes,1,4500
1114,heifer,no,,
1114,cows,yes,1,3500
1114,young bulls,no,,
1114,sheep,yes,3,2000
1114,goats,no,,
1114,horses,no,,
1114,donkeys,yes,1,1200
1114,mules,no,,
1114,camels,no,,
1114,pigs,no,,
1114,chickens,yes,9,110
1114,ducks/geese,no,,
1114,beehives,yes,2,400
1114,other,no,,
1115,calves,yes,2,1000
1115,bulls,no,,
1115,oxen,yes,3,15000
1115,heifer,no,,
1115,cows,yes,2,6000
1115,young bulls,no,,
1115,sheep,no,,
1115,goats,no,,
1115,horses,yes,1,4000
1115,donkeys,yes,1,15000
1115,mules,no,,
1115,camels,no,,
1115,pigs,no,,
1115,chickens,no,,
1115,ducks/geese,no,,
1115,beehives,yes,3,300
1115,other,no,,
1116,calves,yes,3,4000
1116,bulls,no,,
1116,oxen,yes,4,16000
1116,heifer,no,,
1116,cows,no,,
1116,young bulls,no,,
1116,sheep,yes,4,4000
1116,goats,no,,
1116,horses,no,,
1116,donkeys,yes,1,2000
1116,mules,no,,
1116,camels,no,,
1116,pigs,no,,
1116,chickens,no,,
1116,ducks/geese,no,,
1116,beehives,no,,
1116,other,no,,
1117,calves,yes,1,500
1117,bulls,no,,
1117,oxen,yes,2,16000
1117,heifer,yes,1,1000
1117,cows,yes,1,4000
1117,young bulls,no,,
1117,sheep,yes,4,2000
1117,goats,no,,
1117,horses,no,,
1117,donkeys,yes,2,2500
1117,mules,no,,
1117,camels,no,,
1117,pigs,no,,
1117,chickens,yes,4,200
1117,ducks/geese,no,,
1117,beehives,no,,
1117,other,no,,
1118,calves,yes,1,500
1118,bulls,no,,
1118,oxen,yes,4,16000
1118,heifer,yes,1,2000
1118,cows,yes,2,7000
1118,young bulls,no,,
1118,sheep,yes,2,400
1118,goats,yes,5,1200
1118,horses,yes,1,5000
1118,donkeys,yes,3,4000
1118,mules,no,,
1118,camels,no,,
1118,pigs,no,,
1118,chickens,yes,26,1300
1118,ducks/geese,no,,
1118,beehives,no,,
1118,other,no,,
1119,calves,no,,
1119,bulls,yes,1,1000
1119,oxen,yes,1,14000
1119,heifer,no,,
1119,cows,no,,
1119,young bulls,no,,
1119,sheep,no,,
1119,goats,no,,
1119,horses,yes,1,800
1119,donkeys,no,,
1119,mules,no,,
1119,camels,no,,
1119,pigs,no,,
1119,chickens,yes,2,100
1119,ducks/geese,no,,
1119,beehives,no,,
1119,other,no,,
1120,calves,no,,
1120,bulls,no,,
1120,oxen,yes,2,12000
1120,heifer,yes,3,7000
1120,cows,yes,1,4000
1120,young bulls,no,,
1120,sheep,yes,2,1000
1120,goats,no,,
1120,horses,yes,1,2500
1120,donkeys,yes,1,1100
1120,mules,no,,
1120,camels,no,,
1120,pigs,no,,
1120,chickens,yes,3,150
1120,ducks/geese,no,,
1120,beehives,no,,
1120,other,no,,
1121,calves,yes,3,1500
1121,bulls,yes,1,5000
1121,oxen,yes,4,20000
1121,heifer,no,,
1121,cows,yes,2,3000
1121,young bulls,no,,
1121,sheep,yes,1,500
1121,goats,no,,
1121,horses,yes,1,4000
1121,donkeys,yes,1,1000
1121,mules,no,,
1121,camels,no,,
1121,pigs,no,,
1121,chickens,yes,4,200
1121,ducks/geese,no,,
1121,beehives,no,,
1121,other,no,,
1122,calves,no,,
1122,bulls,no,,
1122,oxen,no,,
1122,heifer,no,,
1122,cows,no,,
1122,young bulls,no,,
1122,sheep,no,,
1122,goats,yes,3,1000
1122,horses,no,,
1122,donkeys,no,,
1122,mules,no,,
1122,camels,no,,
1122,pigs,no,,
1122,chickens,yes,1,60
1122,ducks/geese,no,,
1122,beehives,no,,
1122,other,no,,
1123,calves,no,,
1123,bulls,no,,
1123,oxen,no,,
1123,heifer,yes,1,1500
1123,cows,yes,1,2000
1123,young bulls,no,,
1123,sheep,yes,1,700
1123,goats,no,,
1123,horses,no,,
1123,donkeys,yes,1,2000
1123,mules,no,,
1123,camels,no,,
1123,pigs,no,,
1123,chickens,no,,
1123,ducks/geese,no,,
1123,beehives,no,,
1123,other,no,,
1124,calves,no,,
1124,bulls,no,,
1124,oxen,yes,2,10000
1124,heifer,no,,
1124,cows,no,,
1124,young bulls,yes,1,2500
1124,sheep,no,,
1124,goats,no,,
1124,horses,no,,
1124,donkeys,yes,1,700
1124,mules,no,,
1124,camels,no,,
1124,pigs,no,,
1124,chickens,yes,2,140
1124,ducks/geese,no,,
1124,beehives,no,,
1124,other,no,,
1125,calves,yes,2,2000
1125,bulls,no,,
1125,oxen,yes,2,14000
1125,heifer,yes,1,3000
1125,cows,yes,2,8000
1125,young bulls,no,,
1125,sheep,no,,
1125,goats,yes,3,800
1125,horses,yes,1,3000
1125,donkeys,yes,1,1500
1125,mules,no,,
1125,camels,no,,
1125,pigs,no,,
1125,chickens,no,,
1125,ducks/geese,no,,
1125,beehives,no,,
1125,other,no,,
1126,calves,yes,3,2400
1126,bulls,no,,
1126,oxen,yes,4,25000
1126,heifer,no,,
1126,cows,yes,3,15000
1126,young bulls,no,,
1126,sheep,yes,2,1600
1126,goats,no,,
1126,horses,yes,1,5000
1126,donkeys,yes,1,2000
1126,mules,no,,
1126,camels,no,,
1126,pigs,no,,
1126,chickens,yes,3,150
1126,ducks/geese,no,,
1126,beehives,yes,4,400
1126,other,no,,
1127,calves,no,,
1127,bulls,no,,
1127,oxen,yes,4,36000
1127,heifer,no,,
1127,cows,no,,
1127,young bulls,no,,
1127,sheep,yes,6,3500
1127,goats,yes,1,700
1127,horses,no,,
1127,donkeys,yes,1,3000
1127,mules,no,,
1127,camels,no,,
1127,pigs,no,,
1127,chickens,yes,2,120
1127,ducks/geese,no,,
1127,beehives,no,,
1127,other,no,,
1128,calves,no,,
1128,bulls,no,,
1128,oxen,no,,
1128,heifer,no,,
1128,cows,no,,
1128,young bulls,no,,
1128,sheep,no,,
1128,goats,no,,
1128,horses,no,,
1128,donkeys,no,,
1128,mules,no,,
