hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
89,teuf(infertile),1,2,timad,.5,0,,,,0,,,
90,lem (fertile),1,.25,timad,.0625,0,,,,0,,,
90,lem-teuf,2,4,timad,1,0,,,,1,2.5,timad,.625
90,teuf(infertile),0,,,,0,,,,0,,,
91,lem (fertile),2,2.5,gezem,.3125,0,,,,1,2,gezem,.25
91,lem-teuf,1,.5,gezem,.0625,0,,,,1,2,gezem,.25
91,teuf(infertile),2,4,gezem,.5,0,,,,2,6,gezem,.75
92,lem (fertile),0,,,,0,,,,2,2.5,timad,.625
92,lem-teuf,0,,,,0,,,,0,,,
92,teuf(infertile),4,6.25,timad,1.5599999,0,,,,0,,,
93,lem (fertile),2,3,gezem,.375,0,,,,0,,,
93,lem-teuf,1,1,gezem,.125,0,,,,1,1,gezem,.125
93,teuf(infertile),1,2,gezem,.25,0,,,,0,,,
94,lem (fertile),4,5.5,gemad,1.375,0,,,,0,,,
94,lem-teuf,0,,,,0,,,,0,,,
94,teuf(infertile),2,1.75,gemad,.4375,0,,,,0,,,
95,lem (fertile),1,.75,gemad,.1875,0,,,,1,1,gemad,.25
95,lem-teuf,1,1,gemad,.25,0,,,,1,1,gemad,.25
95,teuf(infertile),2,3.75,gemad,.935,0,,,,1,1,gemad,.25
96,lem (fertile),0,,,,0,,,,0,,,
96,lem-teuf,2,6,timad,1.5,0,,,,0,,,
96,teuf(infertile),1,2,timad,.5,0,,,,2,5,timad,1.25
97,lem (fertile),2,5,gezem,.625,0,,,,2,7,gezem,.875
97,lem-teuf,1,1,gezem,.125,0,,,,0,,,
97,teuf(infertile),2,4,gezem,.5,0,,,,0,,,
98,lem (fertile),0,,,,0,,,,2,6,gezem,.75
98,lem-teuf,1,2,gezem,.25,0,,,,0,,,
98,teuf(infertile),2,8,gezem,1,0,,,,0,,,
99,lem (fertile),1,2.5,gezem,.3125,0,,,,1,3,gezem,.375
99,lem-teuf,0,,,,0,,,,0,,,
99,teuf(infertile),1,4,gezem,.5,0,,,,3,6,gezem,.75
100,lem (fertile),0,,,,0,,,,1,1.5,timad,.375
100,lem-teuf,0,,,,0,,,,2,1.25,timad,.3125
100,teuf(infertile),0,,,,0,,,,2,1.75,timad,.4375
101,lem (fertile),1,3,gezem,.375,0,,,,1,1,gezem,.125
101,lem-teuf,0,,,,0,,,,1,2,gezem,.25
101,teuf(infertile),1,1,gezem,.125,0,,,,0,,,
102,lem (fertile),1,2,timad,.5,0,,,,0,,,
102,lem-teuf,1,1,timad,.25,0,,,,1,2,timad,.5
102,teuf(infertile),2,3,timad,.75,0,,,,0,,,
103,lem (fertile),1,4,gezem,.5,0,,,,2,10,gezem,1.25
103,lem-teuf,1,1,gezem,.125,0,,,,0,,,
103,teuf(infertile),0,,,,0,,,,0,,,
104,lem (fertile),1,1,timad,.25,0,,,,1,1,timad,.25
104,lem-teuf,1,1,timad,.25,0,,,,0,,,
104,teuf(infertile),0,,,,0,,,,1,1,timad,.25
105,lem (fertile),2,5,timad,1.25,0,,,,0,,,
105,lem-teuf,0,,,,0,,,,0,,,
105,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
106,lem (fertile),0,,,,0,,,,0,,,
106,lem-teuf,2,3,timad,.75,0,,,,0,,,
106,teuf(infertile),3,2.25,timad,.5625,0,,,,1,1,timad,.25
107,lem (fertile),2,4,gezem,.5,0,,,,1,2,gezem,.25
107,lem-teuf,0,,,,0,,,,0,,,
107,teuf(infertile),2,6,gezem,.75,0,,,,0,,,
108,lem (fertile),0,,,,0,,,,3,1.75,timad,.4375
108,lem-teuf,0,,,,0,,,,0,,,
108,teuf(infertile),0,,,,0,,,,1,2,timad,.5
109,lem (fertile),1,1,timad,.25,1,1,timad,.25,2,3,timad,.75
109,lem-teuf,0,,,,0,,,,1,.75,timad,.1875
109,teuf(infertile),0,,,,0,,,,1,1,timad,.25
110,lem (fertile),0,,,,0,,,,0,,,
110,lem-teuf,1,5,gezem,.625,0,,,,1,3,gezem,.375
110,teuf(infertile),1,2,gezem,.25,0,,,,1,2,gezem,.25
111,lem (fertile),1,3,gezem,.375,0,,,,0,,,
111,lem-teuf,1,3,gezem,.375,0,,,,0,,,
111,teuf(infertile),2,2,gezem,.25,0,,,,0,,,
112,lem (fertile),2,3.5,gezem,.44,0,,,,3,5,gezem,.625
112,lem-teuf,1,4,gezem,.5,0,,,,1,1.5,gezem,.19
112,teuf(infertile),0,,,,0,,,,0,,,
113,lem (fertile),0,,,,0,,,,2,6,gezem,.75
113,lem-teuf,2,6,gezem,.75,0,,,,1,5,gezem,.625
113,teuf(infertile),1,1,gezem,.125,0,,,,0,,,
114,lem (fertile),1,6,gezem,.75,0,,,,2,5,gezem,.625
114,lem-teuf,0,,,,0,,,,0,,,
114,teuf(infertile),0,,,,0,,,,0,,,
115,lem (fertile),0,,,,0,,,,1,3,gezem,.375
115,lem-teuf,3,6,gezem,.75,0,,,,1,3,gezem,.375
115,teuf(infertile),0,,,,0,,,,0,,,
116,lem (fertile),1,2,timad,.5,0,,,,2,2.5,timad,.625
116,lem-teuf,0,,,,0,,,,0,,,
116,teuf(infertile),1,1,timad,.25,0,,,,0,,,
117,lem (fertile),1,3,timad,.75,0,,,,3,4.5,timad,1.125
117,lem-teuf,0,,,,0,,,,1,1.5,timad,.375
117,teuf(infertile),0,,,,0,,,,0,,,
118,lem (fertile),3,3,gemad,.75,0,,,,4,4.5,gemad,1.125
118,lem-teuf,0,,,,0,,,,0,,,
118,teuf(infertile),2,2,gemad,.5,0,,,,0,,,
119,lem (fertile),4,8.5,hectare,1.0625,0,,,,1,2,gezem,.25
119,lem-teuf,1,1,gezem,.125,0,,,,0,,,
119,teuf(infertile),0,,,,0,,,,0,,,
120,lem (fertile),1,.5,timad,.125,0,,,,0,,,
120,lem-teuf,2,3,timad,.75,0,,,,0,,,
120,teuf(infertile),2,1.75,timad,.4375,0,,,,0,,,
1,lem (fertile),3,3,timad,.75,0,,,,2,2.75,timad,.676
1,lem-teuf,2,2,timad,.5,0,,,,0,,,
1,teuf(infertile),2,2,timad,.5,0,,,,1,.5,timad,.125
2,lem (fertile),2,4,gezem,.5,0,,,,0,,,
2,lem-teuf,2,2.5,gezem,.3125,0,,,,1,2,gezem,.25
2,teuf(infertile),0,,,,0,,,,3,7,gezem,.875
3,lem (fertile),1,1,gezem,.125,0,,,,1,1,gezem,.125
3,lem-teuf,1,2,gezem,.25,0,,,,3,6,gezem,.75
3,teuf(infertile),0,,,,0,,,,0,,,
4,lem (fertile),0,,,,0,,,,0,,,
4,lem-teuf,2,4,gezem,.5,0,,,,0,,,
4,teuf(infertile),1,1,gezem,.125,0,,,,1,2,gezem,.25
5,lem (fertile),0,,,,0,,,,0,,,
5,lem-teuf,4,7,gezem,.875,0,,,,3,6,gezem,.75
5,teuf(infertile),0,,,,0,,,,0,,,
361,lem (fertile),1,4,kert,.5,0,,,,0,,,
361,lem-teuf,2,14,kert,1.625,0,,,,0,,,
361,teuf(infertile),2,12,kert,1.5,0,,,,0,,,
362,lem (fertile),1,.5,kert,.0625,0,,,,1,5,kert,.625
362,lem-teuf,1,2,kert,.25,0,,,,1,4,kert,.5
362,teuf(infertile),0,,,,0,,,,0,,,
363,lem (fertile),0,,,,0,,,,0,,,
363,lem-teuf,1,4,timad,.5,0,,,,0,,,
363,teuf(infertile),3,8,timad,1,0,,,,1,1,timad,.125
364,lem (fertile),0,,,,0,,,,0,,,
364,lem-teuf,7,13,kert,3.25,0,,,,1,2,kert,.5
364,teuf(infertile),0,,,,0,,,,0,,,
365,lem (fertile),2,2,kert,.5,0,,,,0,,,
365,lem-teuf,3,5,kert,1.25,0,,,,0,,,
365,teuf(infertile),2,2,kert,.5,0,,,,0,,,
366,lem (fertile),3,2.5,kert,.625,0,,,,0,,,
366,lem-teuf,5,6.5,kert,1.625,0,,,,0,,,
366,teuf(infertile),1,1,kert,.25,0,,,,0,,,
367,lem (fertile),1,.5,kert,.125,0,,,,2,5.5,kert,1.375
367,lem-teuf,1,1,kert,.25,0,,,,4,3.5,kert,.875
367,teuf(infertile),0,,,,0,,,,0,,,
368,lem (fertile),1,2,kert,.5,0,,,,2,3.5,kert,.875
368,lem-teuf,4,4,kert,1,0,,,,4,7,kert,1.75
368,teuf(infertile),0,,,,0,,,,0,,,
369,lem (fertile),2,7,kert,.875,0,,,,0,,,
369,lem-teuf,2,8,kert,1,0,,,,0,,,
369,teuf(infertile),1,10,kert,1.25,0,,,,0,,,
370,lem (fertile),1,2,kert,.25,0,,,,0,,,
370,lem-teuf,1,4,kert,.5,0,,,,1,3,kert,.375
370,teuf(infertile),2,9,kert,1.125,0,,,,0,,,
371,lem (fertile),2,21,kert,2.625,0,,,,0,,,
371,lem-teuf,2,16,kert,2,0,,,,0,,,
371,teuf(infertile),1,2,kert,.25,0,,,,0,,,
372,lem (fertile),4,11,kert,1.375,0,,,,0,,,
372,lem-teuf,2,7,kert,.875,0,,,,1,10,kert,1.25
372,teuf(infertile),0,,,,0,,,,0,,,
373,lem (fertile),1,4,kert,.5,0,,,,0,,,
373,lem-teuf,0,,,,0,,,,2,13,kert,1.625
373,teuf(infertile),1,10,kert,1.25,0,,,,0,,,
374,lem (fertile),1,1,kert,.25,0,,,,1,1.5,kert,.25
374,lem-teuf,1,1.5,kert,.375,0,,,,3,6,kert,1.5
374,teuf(infertile),1,1,kert,.25,0,,,,0,,,
375,lem (fertile),1,2,kert,.5,0,,,,1,2,kert,.5
375,lem-teuf,5,6,kert,1.5,0,,,,3,6,kert,1.5
375,teuf(infertile),0,,,,0,,,,0,,,
376,lem (fertile),2,2,kert,.5,0,,,,2,8,kert,2
376,lem-teuf,0,,,,0,,,,3,6,kert,1.5
376,teuf(infertile),0,,,,0,,,,0,,,
377,lem (fertile),2,4,kert,.5,0,,,,0,,,
377,lem-teuf,4,21.5,kert,2.687,0,,,,1,4,kert,.5
377,teuf(infertile),1,8,kert,1,0,,,,0,,,
378,lem (fertile),1,2,kert,.5,0,,,,2,4,kert,1
378,lem-teuf,2,6,timad,.5,0,,,,2,3,kert,.75
378,teuf(infertile),2,4,kert,1,0,,,,0,,,
379,lem (fertile),1,1,timad,.125,0,,,,1,3,timad,.375
379,lem-teuf,2,4,timad,.5,0,,,,0,,,
379,teuf(infertile),4,10,timad,1.25,0,,,,0,,,
380,lem (fertile),4,13,kert,2.1600001,0,,,,0,,,
380,lem-teuf,0,,,,0,,,,0,,,
380,teuf(infertile),0,,,,0,,,,0,,,
381,lem (fertile),4,5.5,kert,.91000003,0,,,,0,,,
381,lem-teuf,0,,,,0,,,,0,,,
381,teuf(infertile),0,,,,0,,,,0,,,
382,lem (fertile),2,4,kert,.66000003,2,4,kert,.66000003,0,,,
382,lem-teuf,0,,,,0,,,,0,,,
382,teuf(infertile),0,,,,0,,,,0,,,
383,lem (fertile),1,.5,kert,.079999998,0,,,,0,,,
383,lem-teuf,3,4,kert,.67000002,0,,,,2,2,kert,.33000001
383,teuf(infertile),0,,,,0,,,,0,,,
384,lem (fertile),0,,,,0,,,,0,,,
384,lem-teuf,4,5.5,kert,.91670001,0,,,,0,,,
384,teuf(infertile),0,,,,0,,,,0,,,
385,lem (fertile),6,11,kert,1.83,0,,,,0,,,
385,lem-teuf,2,4,kert,.66000003,0,,,,0,,,
385,teuf(infertile),0,,,,0,,,,0,,,
386,lem (fertile),0,,,,0,,,,0,,,
386,lem-teuf,5,13.5,kert,2.25,0,,,,1,3,kert,.16
386,teuf(infertile),0,,,,0,,,,0,,,
387,lem (fertile),1,3,kert,.5,0,,,,0,,,
387,lem-teuf,5,18,kert,3,0,,,,1,3,kert,.5
387,teuf(infertile),4,10,kert,1.66,0,,,,0,,,
388,lem (fertile),3,6,kert,1,0,,,,2,7,kert,1.16
388,lem-teuf,2,2.5,kert,.41,0,,,,0,,,
388,teuf(infertile),1,6,kert,1,0,,,,0,,,
389,lem (fertile),1,2,kert,.33000001,0,,,,0,,,
389,lem-teuf,5,12,kert,2,0,,,,0,,,
389,teuf(infertile),0,,,,0,,,,0,,,
390,lem (fertile),2,6.5,kert,1.625,0,,,,3,5,kert,1.25
390,lem-teuf,2,2.5,kert,.625,0,,,,1,1,kert,.25
390,teuf(infertile),0,,,,0,,,,1,1,kert,.25
391,lem (fertile),2,5,kert,1.25,0,,,,1,2,kert,.5
391,lem-teuf,4,4.25,kert,1.0625,0,,,,2,3.5,kert,.875
391,teuf(infertile),0,,,,0,,,,0,,,
392,lem (fertile),5,12,kert,2,0,,,,1,1,kert,.25
392,lem-teuf,1,2,kert,.5,0,,,,2,4,kert,1
392,teuf(infertile),0,,,,0,,,,0,,,
393,lem (fertile),2,4,kert,1,0,,,,0,,,
393,lem-teuf,2,4.5,kert,1.125,0,,,,1,1.5,kert,.375
393,teuf(infertile),1,.5,kert,.125,0,,,,1,1.5,kert,.375
394,lem (fertile),0,,,,0,,,,0,,,
394,lem-teuf,0,,,,0,,,,0,,,
394,teuf(infertile),6,7,kert,1.75,0,,,,0,,,
395,lem (fertile),2,7,kert,1.75,0,,,,2,4.5,kert,1.125
395,lem-teuf,6,8.25,kert,2.0625,0,,,,0,,,
395,teuf(infertile),0,,,,0,,,,0,,,
396,lem (fertile),0,,,,0,,,,0,,,
396,lem-teuf,4,6,kert,1.5,0,,,,0,,,
396,teuf(infertile),5,8,kert,1.33,0,,,,0,,,
397,lem (fertile),4,8,kert,2,0,,,,1,3,kert,.75
397,lem-teuf,5,9.5,kert,2.375,0,,,,0,,,
397,teuf(infertile),0,,,,0,,,,0,,,
398,lem (fertile),4,5,kert,1.25,0,,,,0,,,
398,lem-teuf,1,.5,kert,.125,0,,,,0,,,
398,teuf(infertile),1,3,kert,.75,0,,,,2,3.5,kert,.875
399,lem (fertile),1,1,kert,.25,0,,,,0,,,
399,lem-teuf,9,10,kert,2.5,0,,,,0,,,
399,teuf(infertile),0,,,,0,,,,0,,,
400,lem (fertile),0,,,,0,,,,0,,,
400,lem-teuf,9,24.5,kert,4.0799999,0,,,,0,,,
400,teuf(infertile),0,,,,0,,,,0,,,
6,lem (fertile),1,4,other,.5,0,,,,3,14,other,1.75
6,lem-teuf,0,,,,0,,,,0,,,
6,teuf(infertile),0,,,,0,,,,0,,,
7,lem (fertile),1,2,gezem,.25,0,,,,4,11,gezem,1.375
7,lem-teuf,0,,,,0,,,,0,,,
7,teuf(infertile),1,6,gezem,.75,0,,,,4,11,gezem,1.375
8,lem (fertile),2,2,gezem,.25,0,,,,2,4,gezem,.5
8,lem-teuf,0,,,,0,,,,0,,,
8,teuf(infertile),2,2,gezem,.25,0,,,,0,,,
9,lem (fertile),4,4,gezem,.5,0,,,,0,,,
9,lem-teuf,0,,,,0,,,,0,,,
9,teuf(infertile),1,4,gezem,.5,0,,,,0,,,
10,lem (fertile),5,11.5,gezem,1.4400001,0,,,,0,,,
10,lem-teuf,2,4,gezem,.5,0,,,,0,,,
10,teuf(infertile),1,3,gezem,.375,0,,,,0,,,
801,lem (fertile),1,1,timad,.25,0,,,,2,2,timad,.5
801,lem-teuf,0,,,,0,,,,0,,,
801,teuf(infertile),1,1,timad,.25,0,,,,0,,,
802,lem (fertile),0,,,,0,,,,0,,,
802,lem-teuf,1,1,timad,.25,0,,,,0,,,
802,teuf(infertile),3,4,timad,1,0,,,,0,,,
803,lem (fertile),2,2.5,timad,.625,0,,,,0,,,
803,lem-teuf,0,,,,0,,,,0,,,
803,teuf(infertile),1,1,timad,.25,0,,,,0,,,
804,lem (fertile),2,1.5,timad,.375,0,,,,1,.5,timad,.125
804,lem-teuf,1,2,timad,.5,0,,,,0,,,
804,teuf(infertile),0,,,,0,,,,0,,,
805,lem (fertile),1,1,timad,.25,0,,,,1,1,timad,.25
805,lem-teuf,1,.5,timad,.125,0,,,,0,,,
805,teuf(infertile),1,1,timad,.25,0,,,,0,,,
806,lem (fertile),3,5.5,timad,1.375,0,,,,2,2,timad,.5
806,lem-teuf,0,,,,0,,,,1,2,timad,.5
806,teuf(infertile),0,,,,0,,,,0,,,
807,lem (fertile),0,,,,0,,,,0,,,
807,lem-teuf,3,5,timad,1.25,1,2,timad,.5,0,,,
807,teuf(infertile),0,,,,0,,,,0,,,
808,lem (fertile),1,1.5,timad,.375,0,,,,0,,,
808,lem-teuf,1,1.5,timad,.375,0,,,,1,1,timad,.25
808,teuf(infertile),2,6,timad,1.5,0,,,,1,1.5,timad,.375
809,lem (fertile),1,2,timad,.5,0,,,,0,,,
809,lem-teuf,4,6.0799999,timad,1.52,0,,,,0,,,
809,teuf(infertile),1,1.1,timad,.27500001,0,,,,0,,,
810,lem (fertile),1,1.1,timad,.27500001,0,,,,0,,,
810,lem-teuf,1,3,timad,.75,0,,,,0,,,
810,teuf(infertile),2,2,timad,.5,0,,,,0,,,
811,lem (fertile),0,,,,0,,,,0,,,
811,lem-teuf,3,4,timad,1,0,,,,0,,,
811,teuf(infertile),0,,,,0,,,,0,,,
812,lem (fertile),0,,,,0,,,,0,,,
812,lem-teuf,0,,,,0,,,,0,,,
812,teuf(infertile),2,5,timad,1.25,0,,,,0,,,
813,lem (fertile),0,,,,0,,,,0,,,
813,lem-teuf,0,,,,0,,,,0,,,
813,teuf(infertile),4,4.5,timad,1.125,0,,,,0,,,
814,lem (fertile),0,,,,0,,,,0,,,
814,lem-teuf,0,,,,0,,,,0,,,
814,teuf(infertile),1,1.5,timad,.375,0,,,,3,4.5,timad,1.125
815,lem (fertile),2,2,timad,.5,0,,,,1,2,timad,.5
815,lem-teuf,0,,,,0,,,,0,,,
815,teuf(infertile),0,,,,0,,,,0,,,
816,lem (fertile),1,.5,timad,.125,0,,,,0,,,
816,lem-teuf,1,1,timad,.25,0,,,,1,2,timad,.5
816,teuf(infertile),2,3,timad,.75,0,,,,0,,,
817,lem (fertile),2,2.5,timad,.625,0,,,,0,,,
817,lem-teuf,2,2,timad,.5,0,,,,0,,,
817,teuf(infertile),1,1,timad,.25,0,,,,0,,,
818,lem (fertile),1,2,timad,.5,0,,,,0,,,
818,lem-teuf,2,4.5,timad,1.0625,0,,,,0,,,
818,teuf(infertile),0,,,,0,,,,0,,,
819,lem (fertile),1,1,timad,.25,0,,,,0,,,
819,lem-teuf,1,1.5,timad,.375,0,,,,2,3,timad,.75
819,teuf(infertile),1,1,timad,.25,0,,,,1,2,timad,.5
820,lem (fertile),0,,,,0,,,,0,,,
820,lem-teuf,1,2,timad,.5,0,,,,0,,,
820,teuf(infertile),2,4,timad,1,0,,,,0,,,
821,lem (fertile),1,1.5,timad,.375,0,,,,0,,,
821,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
821,teuf(infertile),2,1.5,timad,.375,0,,,,0,,,
822,lem (fertile),0,,,,0,,,,0,,,
822,lem-teuf,1,1,timad,.25,0,,,,1,1,timad,.25
822,teuf(infertile),2,1,timad,.25,0,,,,0,,,
823,lem (fertile),1,1,timad,.25,0,,,,0,,,
823,lem-teuf,1,1,timad,.25,0,,,,0,,,
823,teuf(infertile),0,,,,0,,,,0,,,
824,lem (fertile),0,,,,0,,,,0,,,
824,lem-teuf,2,2,timad,.5,0,,,,0,,,
824,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
825,lem (fertile),0,,,,0,,,,0,,,
825,lem-teuf,1,3,timad,.75,0,,,,0,,,
825,teuf(infertile),3,6.5,timad,1.625,0,,,,1,1.5,timad,.375
826,lem (fertile),0,,,,0,,,,0,,,
826,lem-teuf,0,,,,0,,,,0,,,
826,teuf(infertile),2,2.1300001,timad,.53200001,0,,,,1,1,timad,.25
827,lem (fertile),3,1.1,timad,.27500001,0,,,,1,2,timad,.5
827,lem-teuf,0,,,,0,,,,1,2,timad,.5
827,teuf(infertile),1,1,kedema,.5,0,,,,5,5.5,timad,1.375
828,lem (fertile),0,,,,0,,,,0,,,
828,lem-teuf,1,.56199998,timad,.141,0,,,,0,,,
828,teuf(infertile),6,7.6880002,timad,1.9220001,0,,,,0,,,
829,lem (fertile),0,,,,0,,,,0,,,
829,lem-teuf,2,2.25,timad,.5625,0,,,,0,,,
829,teuf(infertile),1,2.5,timad,.625,0,,,,0,,,
830,lem (fertile),0,,,,0,,,,0,,,
830,lem-teuf,2,3.25,timad,.8125,0,,,,0,,,
830,teuf(infertile),3,4.5,timad,1.125,0,,,,0,,,
831,lem (fertile),0,,,,0,,,,0,,,
831,lem-teuf,0,,,,0,,,,0,,,
831,teuf(infertile),4,4,timad,1,0,,,,0,,,
832,lem (fertile),1,2,timad,.5,0,,,,0,,,
832,lem-teuf,2,2,timad,.5,0,,,,0,,,
832,teuf(infertile),1,1,timad,.25,0,,,,0,,,
833,lem (fertile),0,,,,0,,,,0,,,
833,lem-teuf,2,1.5,timad,.375,0,,,,0,,,
833,teuf(infertile),0,,,,0,,,,1,3,timad,.75
834,lem (fertile),0,,,,0,,,,0,,,
834,lem-teuf,0,,,,0,,,,0,,,
834,teuf(infertile),2,2,timad,.5,0,,,,1,1,timad,.25
835,lem (fertile),0,,,,0,,,,0,,,
835,lem-teuf,1,1,timad,.25,0,,,,0,,,
835,teuf(infertile),0,,,,0,,,,0,,,
836,lem (fertile),0,,,,0,,,,0,,,
836,lem-teuf,2,3,timad,.75,0,,,,2,3,timad,.75
836,teuf(infertile),0,,,,0,,,,0,,,
837,lem (fertile),2,2,timad,.5,0,,,,0,,,
837,lem-teuf,0,,,,0,,,,0,,,
837,teuf(infertile),1,1.125,timad,.28125,0,,,,0,,,
838,lem (fertile),2,.75,timad,.1875,0,,,,1,.5,timad,.125
838,lem-teuf,1,.5,timad,.125,0,,,,0,,,
838,teuf(infertile),2,1.33,timad,.33250001,0,,,,0,,,
839,lem (fertile),1,1,timad,.25,0,,,,0,,,
839,lem-teuf,2,4,timad,1,0,,,,0,,,
839,teuf(infertile),1,.5,timad,.125,0,,,,1,2,timad,.5
840,lem (fertile),1,1,timad,.25,0,,,,0,,,
840,lem-teuf,2,4,timad,1,0,,,,0,,,
840,teuf(infertile),0,,,,0,,,,0,,,
841,lem (fertile),0,,,,0,,,,0,,,
841,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
841,teuf(infertile),2,2,timad,.5,0,,,,1,1,timad,.25
842,lem (fertile),1,3,timad,.75,0,,,,1,1.5,timad,.375
842,lem-teuf,1,.5,timad,.125,0,,,,1,1.5,timad,.375
842,teuf(infertile),0,,,,0,,,,0,,,
843,lem (fertile),3,2,timad,.5,0,,,,0,,,
843,lem-teuf,1,2,timad,.5,0,,,,0,,,
843,teuf(infertile),0,,,,0,,,,0,,,
844,lem (fertile),2,1,timad,.25,0,,,,0,,,
844,lem-teuf,1,.5,timad,.125,0,,,,0,,,
844,teuf(infertile),3,6,timad,1.5,0,,,,0,,,
845,lem (fertile),0,,,,0,,,,0,,,
845,lem-teuf,1,1,timad,.25,0,,,,0,,,
845,teuf(infertile),1,1,timad,.25,0,,,,1,2,timad,.5
846,lem (fertile),3,10.75,timad,2.6875,0,,,,0,,,
846,lem-teuf,1,1,timad,.25,0,,,,0,,,
846,teuf(infertile),1,1.75,timad,.4375,0,,,,0,,,
847,lem (fertile),0,,,,0,,,,0,,,
847,lem-teuf,2,2,timad,.5,0,,,,1,1,timad,.25
847,teuf(infertile),2,2,timad,.5,0,,,,0,,,
848,lem (fertile),0,,,,0,,,,0,,,
848,lem-teuf,3,37.5,timad,9.25,0,,,,1,3,timad,.75
848,teuf(infertile),0,,,,0,,,,0,,,
849,lem (fertile),1,1,timad,.25,0,,,,0,,,
849,lem-teuf,4,7,timad,1.75,0,,,,0,,,
849,teuf(infertile),0,,,,0,,,,0,,,
850,lem (fertile),0,,,,0,,,,0,,,
850,lem-teuf,3,6.25,timad,1.5625,0,,,,0,,,
850,teuf(infertile),2,3,timad,.75,0,,,,0,,,
851,lem (fertile),0,,,,0,,,,0,,,
851,lem-teuf,0,,,,0,,,,0,,,
851,teuf(infertile),2,3,timad,.75,0,,,,1,1,timad,.25
852,lem (fertile),0,,,,0,,,,0,,,
852,lem-teuf,0,,,,0,,,,0,,,
852,teuf(infertile),4,5,timad,1.25,0,,,,1,1,timad,.25
853,lem (fertile),0,,,,0,,,,0,,,
853,lem-teuf,1,1,timad,.25,0,,,,0,,,
853,teuf(infertile),3,6,timad,1.5,0,,,,2,5,timad,1.25
854,lem (fertile),0,,,,0,,,,0,,,
854,lem-teuf,0,,,,0,,,,0,,,
854,teuf(infertile),5,4.5,timad,1.125,0,,,,1,1.5,timad,.375
855,lem (fertile),0,,,,0,,,,0,,,
855,lem-teuf,0,,,,0,,,,0,,,
855,teuf(infertile),3,5,timad,1.25,0,,,,0,,,
856,lem (fertile),4,7.5,timad,1.875,0,,,,1,2.5,timad,.625
856,lem-teuf,0,,,,0,,,,0,,,
856,teuf(infertile),0,,,,0,,,,0,,,
857,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
857,lem-teuf,0,,,,0,,,,0,,,
857,teuf(infertile),3,2,timad,.5,0,,,,0,,,
858,lem (fertile),1,1,timad,.25,0,,,,0,,,
858,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
858,teuf(infertile),0,,,,0,,,,1,1,timad,.25
859,lem (fertile),1,.5,timad,.125,0,,,,0,,,
859,lem-teuf,3,2.5,timad,.625,0,,,,0,,,
859,teuf(infertile),0,,,,0,,,,0,,,
860,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
860,lem-teuf,2,3,timad,.75,0,,,,0,,,
860,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
861,lem (fertile),1,1,timad,.25,0,,,,0,,,
861,lem-teuf,0,,,,0,,,,0,,,
861,teuf(infertile),2,5,timad,1.25,0,,,,0,,,
862,lem (fertile),2,2,timad,.5,0,,,,0,,,
862,lem-teuf,0,,,,0,,,,0,,,
862,teuf(infertile),2,4,timad,1,0,,,,0,,,
863,lem (fertile),2,2,timad,.5,0,,,,0,,,
863,lem-teuf,0,,,,0,,,,0,,,
863,teuf(infertile),1,1,timad,.25,0,,,,0,,,
864,lem (fertile),0,,,,0,,,,1,.5,timad,.125
864,lem-teuf,2,4,timad,1,0,,,,1,.5,timad,.125
864,teuf(infertile),2,1.5,timad,.375,0,,,,0,,,
865,lem (fertile),3,3,timad,.75,0,,,,0,,,
865,lem-teuf,0,,,,0,,,,0,,,
865,teuf(infertile),1,2,timad,.5,0,,,,0,,,
866,lem (fertile),3,3,timad,.75,0,,,,0,,,
866,lem-teuf,1,1,timad,.25,0,,,,0,,,
866,teuf(infertile),2,2,timad,.5,0,,,,0,,,
867,lem (fertile),0,,,,0,,,,0,,,
867,lem-teuf,5,2.5,timad,.625,0,,,,0,,,
867,teuf(infertile),0,,,,0,,,,1,.25,timad,.0625
868,lem (fertile),1,1.25,timad,.3125,0,,,,1,1,timad,.25
868,lem-teuf,1,1,timad,.25,0,,,,0,,,
868,teuf(infertile),2,2.5,timad,.625,0,,,,0,,,
869,lem (fertile),0,,,,0,,,,1,.5,timad,.125
869,lem-teuf,2,1.65,timad,.41249999,0,,,,0,,,
869,teuf(infertile),3,2.5,timad,.625,0,,,,0,,,
870,lem (fertile),0,,,,0,,,,0,,,
870,lem-teuf,1,.2,timad,.050000001,0,,,,0,,,
870,teuf(infertile),4,2.5,timad,.625,0,,,,0,,,
871,lem (fertile),0,,,,0,,,,0,,,
871,lem-teuf,1,.33000001,timad,.082999997,0,,,,0,,,
871,teuf(infertile),5,3.6600001,timad,.91500002,0,,,,0,,,
872,lem (fertile),0,,,,0,,,,0,,,
872,lem-teuf,0,,,,0,,,,0,,,
872,teuf(infertile),4,6.5,timad,1.625,0,,,,2,2,timad,.5
873,lem (fertile),1,1,timad,.25,0,,,,0,,,
