hhid,sectionb3,sectionb4,sectionb5,sectionb6,sectionb7,sectionb8,sectionb9,sectionb10,sectionb11,sectionb12,sectionb13,sectionb14,sectionb15
1188,lem (fertile),3,6,kert,1.5,0,,,,0,,,
1188,lem-teuf,2,9,kert,2.25,0,,,,0,,,
1188,teuf(infertile),0,,,,0,,,,0,,,
1189,lem (fertile),2,3,kert,.75,0,,,,0,,,
1189,lem-teuf,2,8,kert,2,0,,,,0,,,
1189,teuf(infertile),1,2,kert,.5,0,,,,0,,,
1190,lem (fertile),3,5,kert,1.25,0,,,,0,,,
1190,lem-teuf,4,16,kert,4,0,,,,0,,,
1190,teuf(infertile),1,4,kert,1,0,,,,0,,,
1191,lem (fertile),4,13,kert,3.25,0,,,,0,,,
1191,lem-teuf,2,8,kert,2,0,,,,0,,,
1191,teuf(infertile),0,,,,0,,,,0,,,
1192,lem (fertile),2,4,kert,1,0,,,,0,,,
1192,lem-teuf,2,8,kert,2,0,,,,0,,,
1192,teuf(infertile),1,3,kert,.75,0,,,,0,,,
1193,lem (fertile),3,14,kert,3.5,0,,,,0,,,
1193,lem-teuf,0,,,,0,,,,0,,,
1193,teuf(infertile),2,10,kert,2.5,0,,,,0,,,
1194,lem (fertile),4,9,kert,2.25,0,,,,1,1.5,kert,.375
1194,lem-teuf,1,5,kert,1.25,0,,,,1,2,kert,.5
1194,teuf(infertile),0,,,,0,,,,0,,,
1195,lem (fertile),5,11.125,kert,2.7809999,0,,,,0,,,
1195,lem-teuf,6,14.625,kert,3.6559999,0,,,,0,,,
1195,teuf(infertile),0,,,,0,,,,0,,,
1196,lem (fertile),0,,,,0,,,,0,,,
1196,lem-teuf,0,,,,0,,,,0,,,
1196,teuf(infertile),3,8,kert,2,0,,,,1,6,kert,1.5
1197,lem (fertile),1,1,kert,.25,0,,,,0,,,
1197,lem-teuf,1,1,kert,.25,0,,,,4,7,kert,1.75
1197,teuf(infertile),0,,,,0,,,,0,,,
1198,lem (fertile),1,.5,kert,.125,0,,,,0,,,
1198,lem-teuf,1,3,kert,.75,0,,,,1,5,kert,1.25
1198,teuf(infertile),1,3,kert,.75,0,,,,0,,,
1199,lem (fertile),0,,,,0,,,,0,,,
1199,lem-teuf,1,4,kert,1,0,,,,0,,,
1199,teuf(infertile),0,,,,0,,,,0,,,
1200,lem (fertile),1,1,kert,.25,0,,,,0,,,
1200,lem-teuf,1,7,kert,1.75,0,,,,7,18.5,kert,4.625
1200,teuf(infertile),0,,,,0,,,,0,,,
532,lem (fertile),0,,,,0,,,,0,,,
532,lem-teuf,3,3.25,kert,.8125,0,,,,0,,,
532,teuf(infertile),0,,,,1,2,kert,.5,0,,,
547,lem (fertile),0,,,,0,,,,0,,,
547,lem-teuf,2,5,kert,1.25,0,,,,0,,,
547,teuf(infertile),1,4,kert,1,0,,,,0,,,
523,lem (fertile),5,11.5,kert,2.875,0,,,,0,,,
523,lem-teuf,2,6.75,kert,1.6875,0,,,,0,,,
523,teuf(infertile),3,8,kert,2,0,,,,0,,,
524,lem (fertile),2,3.5,kert,.875,0,,,,0,,,
524,lem-teuf,2,4,kert,1,0,,,,0,,,
524,teuf(infertile),1,1,kert,.25,0,,,,0,,,
555,lem (fertile),2,7,kert,1.75,0,,,,0,,,
555,lem-teuf,5,6,kert,1.5,0,,,,0,,,
555,teuf(infertile),1,2,kert,.5,0,,,,0,,,
553,lem (fertile),1,1,kert,.25,0,,,,0,,,
553,lem-teuf,2,14,kert,3.25,0,,,,0,,,
553,teuf(infertile),0,,,,0,,,,0,,,
554,lem (fertile),1,2,kert,.5,0,,,,0,,,
554,lem-teuf,4,9.5,kert,2.375,0,,,,4,8.5,kert,2.125
554,teuf(infertile),0,,,,0,,,,0,,,
552,lem (fertile),1,10,kert,2.5,0,,,,2,6,kert,1.5
552,lem-teuf,0,,,,0,,,,3,13,kert,3.25
552,teuf(infertile),0,,,,0,,,,3,4,kert,1
562,lem (fertile),0,,,,0,,,,1,2,kert,.5
562,lem-teuf,1,2,kert,.5,0,,,,2,8,kert,2
562,teuf(infertile),0,,,,0,,,,0,,,
567,lem (fertile),8,13,kert,3.25,0,,,,2,2,kert,.5
567,lem-teuf,0,,,,0,,,,0,,,
567,teuf(infertile),1,1,kert,.25,0,,,,0,,,
563,lem (fertile),0,,,,0,,,,1,2,kert,.5
563,lem-teuf,1,2,kert,.5,0,,,,2,5,kert,1.25
563,teuf(infertile),0,,,,0,,,,1,1.5,kert,.375
565,lem (fertile),3,5,kert,1.25,0,,,,2,4,kert,2
565,lem-teuf,0,,,,0,,,,0,,,
565,teuf(infertile),0,,,,0,,,,0,,,
569,lem (fertile),3,5,kert,1.25,0,,,,1,2,kert,.5
569,lem-teuf,0,,,,0,,,,0,,,
569,teuf(infertile),0,,,,0,,,,0,,,
574,lem (fertile),1,4,kert,1,0,,,,0,,,
574,lem-teuf,2,8,kert,2,0,,,,0,,,
574,teuf(infertile),0,,,,0,,,,0,,,
571,lem (fertile),4,15.5,kert,3.875,0,,,,1,2,kert,.5
571,lem-teuf,2,3,kert,.75,0,,,,0,,,
571,teuf(infertile),0,,,,0,,,,0,,,
572,lem (fertile),7,9,kert,2.25,0,,,,0,,,
572,lem-teuf,0,,,,0,,,,0,,,
572,teuf(infertile),3,2.25,kert,.5625,0,,,,0,,,
566,lem (fertile),5,11,kert,2.75,0,,,,0,,,
566,lem-teuf,1,6,kert,0,0,,,,0,,,
566,teuf(infertile),0,,,,0,,,,0,,,
561,lem (fertile),2,3,kert,.75,0,,,,3,3.5,kert,.875
561,lem-teuf,0,,,,0,,,,5,6.5,kert,1.625
561,teuf(infertile),0,,,,0,,,,1,1,kert,.25
570,lem (fertile),0,,,,0,,,,0,,,
570,lem-teuf,3,18.5,kert,4.625,0,,,,1,2,kert,.5
570,teuf(infertile),4,12,kert,3,0,,,,0,,,
564,lem (fertile),1,3,kert,.75,0,,,,1,1,kert,.25
564,lem-teuf,2,6,kert,1.5,0,,,,1,2,kert,.5
564,teuf(infertile),0,,,,0,,,,0,,,
558,lem (fertile),0,,,,0,,,,0,,,
558,lem-teuf,2,6,kert,1.5,0,,,,2,4,kert,1
558,teuf(infertile),0,,,,0,,,,0,,,
557,lem (fertile),0,,,,0,,,,3,3.5,kert,.875
557,lem-teuf,0,,,,0,,,,2,4,kert,1
557,teuf(infertile),0,,,,0,,,,0,,,
556,lem (fertile),0,,,,0,,,,0,,,
556,lem-teuf,1,4,kert,1,0,,,,0,,,
556,teuf(infertile),1,6,kert,1.5,0,,,,0,,,
551,lem (fertile),2,3.5,kert,.875,0,,,,3,11,kert,2.75
551,lem-teuf,0,,,,0,,,,0,,,
551,teuf(infertile),0,,,,0,,,,0,,,
576,lem (fertile),2,5,kert,1.25,0,,,,4,9,kert,2.25
576,lem-teuf,0,,,,0,,,,0,,,
576,teuf(infertile),0,,,,0,,,,0,,,
559,lem (fertile),3,15,kert,3.75,0,,,,0,,,
559,lem-teuf,1,6.5,kert,1.625,0,,,,0,,,
559,teuf(infertile),0,,,,0,,,,0,,,
560,lem (fertile),3,4.5,kert,1.125,0,,,,0,,,
560,lem-teuf,1,3,kert,.75,0,,,,0,,,
560,teuf(infertile),0,,,,0,,,,0,,,
568,lem (fertile),2,4.5,kert,1.125,0,,,,0,,,
568,lem-teuf,1,5.5,kert,1.375,0,,,,0,,,
568,teuf(infertile),0,,,,0,,,,0,,,
575,lem (fertile),0,,,,0,,,,0,,,
575,lem-teuf,6,15,kert,3.75,0,,,,3,4,kert,1
575,teuf(infertile),0,,,,0,,,,0,,,
573,lem (fertile),1,9,kert,2.25,0,,,,0,,,
573,lem-teuf,0,,,,0,,,,0,,,
573,teuf(infertile),0,,,,0,,,,0,,,
536,lem (fertile),1,1,kert,.25,0,,,,2,2.5,kert,.625
536,lem-teuf,0,,,,0,,,,3,4.5,kert,1.125
536,teuf(infertile),1,2,kert,.5,0,,,,3,6.5,kert,1.625
531,lem (fertile),0,,,,0,,,,0,,,
531,lem-teuf,5,23,kert,5.75,0,,,,2,4,kert,1
531,teuf(infertile),0,,,,0,,,,0,,,
530,lem (fertile),2,2,kert,.5,0,,,,0,,,
530,lem-teuf,1,1,kert,.25,0,,,,0,,,
530,teuf(infertile),3,5,kert,1.25,0,,,,0,,,
533,lem (fertile),1,3,kert,.75,0,,,,0,,,
533,lem-teuf,4,12.5,kert,3.125,0,,,,0,,,
533,teuf(infertile),0,,,,0,,,,0,,,
535,lem (fertile),1,1,kert,.25,0,,,,0,,,
535,lem-teuf,2,8,kert,2,0,,,,0,,,
535,teuf(infertile),2,2,kert,.5,0,,,,1,1,kert,.25
534,lem (fertile),3,6,kert,1.5,0,,,,0,,,
534,lem-teuf,2,4.5,kert,1.125,0,,,,3,7.5,kert,1.875
534,teuf(infertile),3,5,kert,1.25,0,,,,0,,,
537,lem (fertile),0,,,,0,,,,0,,,
537,lem-teuf,4,12,kert,3,0,,,,0,,,
537,teuf(infertile),3,8,kert,2,0,,,,1,4,kert,1
538,lem (fertile),3,10,kert,2.5,0,,,,0,,,
538,lem-teuf,2,2,kert,.5,0,,,,0,,,
538,teuf(infertile),11,27.5,kert,6.875,0,,,,0,,,
540,lem (fertile),0,,,,0,,,,0,,,
540,lem-teuf,1,1.5,kert,.375,0,,,,0,,,
540,teuf(infertile),9,15,kert,3.75,0,,,,0,,,
539,lem (fertile),1,2,kert,.5,0,,,,0,,,
539,lem-teuf,3,4.5,kert,1.125,0,,,,0,,,
539,teuf(infertile),2,2,kert,.5,0,,,,0,,,
542,lem (fertile),2,2.5,kert,.625,0,,,,2,10,kert,2.5
542,lem-teuf,2,9.5,kert,2.375,0,,,,0,,,
542,teuf(infertile),1,2,kert,.5,0,,,,0,,,
541,lem (fertile),0,,,,0,,,,0,,,
541,lem-teuf,3,13,kert,3.25,0,,,,0,,,
541,teuf(infertile),1,1,kert,.25,0,,,,0,,,
543,lem (fertile),1,.25,kert,.0625,0,,,,1,2,kert,.5
543,lem-teuf,0,,,,0,,,,3,5,kert,1.25
543,teuf(infertile),1,1,kert,.25,0,,,,2,3,kert,.75
544,lem (fertile),0,,,,0,,,,3,5.5,kert,1.375
544,lem-teuf,0,,,,0,,,,5,7,kert,2.25
544,teuf(infertile),0,,,,0,,,,0,,,
545,lem (fertile),2,4,kert,1,1,4,kert,1,0,,,
545,lem-teuf,1,.5,kert,.125,1,1,kert,.25,0,,,
545,teuf(infertile),1,4.5,kert,1.125,0,,,,0,,,
528,lem (fertile),3,3,kert,.75,0,,,,0,,,
528,lem-teuf,0,,,,0,,,,0,,,
528,teuf(infertile),1,1,kert,.25,0,,,,0,,,
527,lem (fertile),0,,,,0,,,,0,,,
527,lem-teuf,1,2,kert,.5,0,,,,7,10,kert,2.5
527,teuf(infertile),0,,,,0,,,,0,,,
526,lem (fertile),0,,,,0,,,,0,,,
526,lem-teuf,3,5,kert,1.125,0,,,,0,,,
526,teuf(infertile),3,5,kert,1.25,0,,,,1,2,kert,.5
525,lem (fertile),0,,,,0,,,,0,,,
525,lem-teuf,3,4,kert,1,0,,,,2,4,kert,1
525,teuf(infertile),0,,,,0,,,,2,2.5,kert,.625
522,lem (fertile),5,20.25,kert,5.0625,0,,,,0,,,
522,lem-teuf,2,7,kert,1.75,0,,,,0,,,
522,teuf(infertile),2,3.5,kert,.875,1,3,kert,.75,0,,,
521,lem (fertile),0,,,,0,,,,0,,,
521,lem-teuf,2,3,kert,.75,0,,,,4,4,kert,1
521,teuf(infertile),0,,,,0,,,,1,1,kert,.25
529,lem (fertile),2,5.5,kert,1.375,0,,,,0,,,
529,lem-teuf,2,4,kert,1,0,,,,0,,,
529,teuf(infertile),0,,,,0,,,,0,,,
546,lem (fertile),0,,,,0,,,,0,,,
546,lem-teuf,1,11,kert,2.75,0,,,,0,,,
546,teuf(infertile),1,3,kert,.75,1,3,kert,.75,0,,,
548,lem (fertile),1,2,kert,.5,0,,,,2,3,kert,.75
548,lem-teuf,1,2,kert,.5,0,,,,1,1,kert,.25
548,teuf(infertile),0,,,,0,,,,0,,,
549,lem (fertile),3,2.75,kert,.6875,0,,,,2,2.5,kert,.625
549,lem-teuf,0,,,,0,,,,0,,,
549,teuf(infertile),2,2,kert,.5,0,,,,0,,,
577,lem (fertile),1,3,kert,.75,0,,,,0,,,
577,lem-teuf,3,9,kert,2.25,0,,,,1,2,kert,.5
577,teuf(infertile),0,,,,0,,,,0,,,
550,lem (fertile),1,3,kert,.75,0,,,,0,,,
550,lem-teuf,1,2,kert,.5,0,,,,0,,,
550,teuf(infertile),5,17,kert,4.25,1,1,kert,.25,1,2,kert,.5
579,lem (fertile),0,,,,0,,,,1,2,kert,.5
579,lem-teuf,4,14,kert,3.5,0,,,,0,,,
579,teuf(infertile),1,3,kert,.75,0,,,,0,,,
580,lem (fertile),5,9.5,kert,2.375,0,,,,0,,,
580,lem-teuf,2,6,kert,1.5,0,,,,0,,,
580,teuf(infertile),0,,,,0,,,,0,,,
578,lem (fertile),0,,,,0,,,,0,,,
578,lem-teuf,5,15,kert,3.75,0,,,,0,,,
578,teuf(infertile),0,,,,0,,,,0,,,
613,lem (fertile),0,,,,0,,,,0,,,
613,lem-teuf,0,,,,0,,,,1,1,kert,.25
613,teuf(infertile),1,8,kert,2,0,,,,1,2,kert,.5
614,lem (fertile),1,6,hectare,.25,0,,,,0,,,
614,lem-teuf,0,,,,0,,,,0,,,
614,teuf(infertile),1,6,hectare,.25,1,3,kert,.75,0,,,
612,lem (fertile),1,2,kert,.5,0,,,,0,,,
612,lem-teuf,2,2,kert,.5,0,,,,1,1,kert,.25
612,teuf(infertile),0,,,,0,,,,0,,,
611,lem (fertile),4,11.75,kert,2.9375,0,,,,0,,,
611,lem-teuf,1,4,kert,1,0,,,,0,,,
611,teuf(infertile),4,7,kert,1.75,0,,,,0,,,
615,lem (fertile),2,4,kert,1,0,,,,0,,,
615,lem-teuf,0,,,,1,6,kert,1.5,0,,,
615,teuf(infertile),2,5.5,kert,1.375,0,,,,0,,,
616,lem (fertile),2,8,kert,2,0,,,,0,,,
616,lem-teuf,2,6,kert,1.5,0,,,,0,,,
616,teuf(infertile),1,2,kert,.5,0,,,,0,,,
617,lem (fertile),2,2.5,kert,.625,0,,,,0,,,
617,lem-teuf,4,8.5,kert,2.125,0,,,,1,2,kert,.5
617,teuf(infertile),1,1,kert,.25,0,,,,0,,,
618,lem (fertile),3,11,kert,2.75,0,,,,0,,,
618,lem-teuf,0,,,,0,,,,0,,,
618,teuf(infertile),0,,,,0,,,,0,,,
619,lem (fertile),5,9,kert,2.25,0,,,,0,,,
619,lem-teuf,0,,,,0,,,,0,,,
619,teuf(infertile),0,,,,0,,,,0,,,
621,lem (fertile),0,,,,0,,,,0,,,
621,lem-teuf,3,2.5,kert,.625,0,,,,3,6.5,kert,1.625
621,teuf(infertile),0,,,,0,,,,0,,,
632,lem (fertile),0,,,,0,,,,0,,,
632,lem-teuf,2,5,kert,1.25,0,,,,0,,,
632,teuf(infertile),0,,,,0,,,,0,,,
401,lem (fertile),1,2,gezem,.25,0,,,,3,12,gezem,1.5
401,lem-teuf,0,,,,0,,,,0,,,
401,teuf(infertile),0,,,,0,,,,0,,,
402,lem (fertile),2,4,gezem,.5,0,,,,0,,,
402,lem-teuf,1,1,gezem,.125,0,,,,3,4,gezem,.5
402,teuf(infertile),1,2,gezem,.25,0,,,,0,,,
403,lem (fertile),3,5.5,gezem,.6875,0,,,,0,,,
403,lem-teuf,1,1.5,gezem,.1875,0,,,,2,4,gezem,.5
403,teuf(infertile),0,,,,0,,,,2,4,gezem,.5
404,lem (fertile),2,8,gezem,1,0,,,,2,6,gezem,.75
404,lem-teuf,2,3,gezem,.375,0,,,,0,,,
404,teuf(infertile),0,,,,0,,,,0,,,
405,lem (fertile),4,10,gezem,1.25,0,,,,2,5,gezem,.625
405,lem-teuf,0,,,,0,,,,0,,,
405,teuf(infertile),0,,,,0,,,,0,,,
406,lem (fertile),3,5.5,gezem,.6875,0,,,,2,8,gezem,1
406,lem-teuf,1,2,gezem,.25,0,,,,0,,,
406,teuf(infertile),0,,,,0,,,,0,,,
407,lem (fertile),3,7.5,gezem,.94499999,0,,,,2,2.75,gezem,.34380001
407,lem-teuf,0,,,,0,,,,0,,,
407,teuf(infertile),0,,,,0,,,,0,,,
408,lem (fertile),3,6,gezem,.75,0,,,,1,4,gezem,.5
408,lem-teuf,1,2,gezem,.25,0,,,,0,,,
408,teuf(infertile),0,,,,0,,,,0,,,
409,lem (fertile),0,,,,0,,,,1,5,gezem,.625
409,lem-teuf,1,4,gezem,.5,0,,,,2,5,gezem,.625
409,teuf(infertile),0,,,,0,,,,0,,,
410,lem (fertile),1,2,gezem,.25,0,,,,0,,,
410,lem-teuf,4,6,gezem,.75,0,,,,2,4,gezem,.5
410,teuf(infertile),1,1,gezem,.125,0,,,,0,,,
411,lem (fertile),5,7,timad,1.75,0,,,,2,4,timad,1
411,lem-teuf,2,3.5,timad,.875,0,,,,1,1.5,timad,.375
411,teuf(infertile),1,2,timad,.5,0,,,,1,1,timad,.25
412,lem (fertile),1,1,timad,.5,0,,,,1,2,timad,.5
412,lem-teuf,1,3,timad,.75,0,,,,0,,,
412,teuf(infertile),0,,,,0,,,,0,,,
413,lem (fertile),2,3,timad,.75,0,,,,2,3,timad,.75
413,lem-teuf,0,,,,0,,,,0,,,
413,teuf(infertile),0,,,,0,,,,0,,,
414,lem (fertile),0,,,,0,,,,1,.5,timad,.125
414,lem-teuf,2,3,timad,.75,0,,,,4,4.5,timad,1.125
414,teuf(infertile),0,,,,0,,,,0,,,
415,lem (fertile),0,,,,0,,,,0,,,
415,lem-teuf,3,4,timad,1,0,,,,3,3.5,timad,.87
415,teuf(infertile),0,,,,0,,,,0,,,
416,lem (fertile),3,2.5,timad,.625,0,,,,0,,,
416,lem-teuf,5,4.5,timad,1.125,0,,,,1,2,timad,.5
416,teuf(infertile),0,,,,0,,,,0,,,
417,lem (fertile),0,,,,0,,,,0,,,
417,lem-teuf,1,2,timad,.5,0,,,,3,3.5,timad,.875
417,teuf(infertile),0,,,,0,,,,0,,,
418,lem (fertile),2,2.25,timad,.5625,0,,,,0,,,
418,lem-teuf,3,3.9000001,timad,.97500002,0,,,,3,3,timad,.75
418,teuf(infertile),0,,,,0,,,,0,,,
419,lem (fertile),2,.75,timad,.1875,0,,,,2,2,timad,.5
419,lem-teuf,0,,,,0,,,,3,3,timad,.75
419,teuf(infertile),0,,,,0,,,,0,,,
420,lem (fertile),3,5,timad,1.25,0,,,,0,,,
420,lem-teuf,3,3,timad,.75,0,,,,0,,,
420,teuf(infertile),0,,,,0,,,,0,,,
421,lem (fertile),4,3.3,timad,.82499999,0,,,,0,,,
421,lem-teuf,2,2.8,timad,.69999999,0,,,,3,2.0999999,timad,.52499998
421,teuf(infertile),0,,,,0,,,,1,1.5,timad,.375
422,lem (fertile),2,3,timad,.75,0,,,,2,4.5,timad,1.125
422,lem-teuf,2,6,timad,1.5,0,,,,1,2,timad,.5
422,teuf(infertile),0,,,,0,,,,1,1,timad,.25
423,lem (fertile),5,9.25,timad,2.3125,0,,,,2,5,timad,1.25
423,lem-teuf,0,,,,0,,,,1,4,timad,1
423,teuf(infertile),0,,,,0,,,,0,,,
424,lem (fertile),7,7.5,timad,1.875,0,,,,1,1.5,timad,.375
424,lem-teuf,1,2,timad,.5,0,,,,0,,,
424,teuf(infertile),2,3,timad,.75,0,,,,0,,,
425,lem (fertile),2,4.5,timad,1.125,0,,,,1,3,timad,.75
425,lem-teuf,0,,,,0,,,,0,,,
425,teuf(infertile),0,,,,0,,,,0,,,
426,lem (fertile),1,1,gezem,.125,0,,,,1,4,gezem,.5
426,lem-teuf,0,,,,0,,,,1,1,gezem,.125
426,teuf(infertile),0,,,,0,,,,0,,,
427,lem (fertile),2,3.25,gezem,.40625,0,,,,4,4,gezem,.5
427,lem-teuf,3,2,gezem,.25,0,,,,0,,,
427,teuf(infertile),0,,,,0,,,,0,,,
428,lem (fertile),2,4,gezem,.5,0,,,,0,,,
428,lem-teuf,0,,,,0,,,,0,,,
428,teuf(infertile),0,,,,0,,,,0,,,
429,lem (fertile),2,2,gezem,.25,0,,,,1,1,gezem,.125
429,lem-teuf,3,2,gezem,.25,0,,,,0,,,
429,teuf(infertile),0,,,,0,,,,0,,,
430,lem (fertile),3,4.5,gezem,.5625,0,,,,2,4.5,gezem,.5625
430,lem-teuf,0,,,,0,,,,0,,,
430,teuf(infertile),0,,,,0,,,,0,,,
431,lem (fertile),2,2,timad,.5,0,,,,2,3,timad,.75
431,lem-teuf,1,1.5,timad,.375,0,,,,0,,,
431,teuf(infertile),2,.89999998,timad,.22499999,0,,,,1,1,timad,.25
432,lem (fertile),0,,,,0,,,,3,4,timad,1
432,lem-teuf,0,,,,0,,,,3,3,timad,.75
432,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
433,lem (fertile),0,,,,0,,,,0,,,
433,lem-teuf,1,1,timad,.25,0,,,,0,,,
433,teuf(infertile),1,1,timad,.25,0,,,,0,,,
434,lem (fertile),0,,,,0,,,,0,,,
434,lem-teuf,3,4,timad,1,0,,,,3,2,timad,.5
434,teuf(infertile),0,,,,0,,,,1,.5,timad,.125
435,lem (fertile),1,.40000001,timad,.1,1,1,timad,.25,0,,,
435,lem-teuf,2,2.5,timad,.625,0,,,,0,,,
435,teuf(infertile),0,,,,0,,,,0,,,
436,lem (fertile),1,.88,timad,.22,0,,,,1,1.33,timad,.33000001
436,lem-teuf,3,3.3199999,timad,.82999998,0,,,,0,,,
436,teuf(infertile),1,.63999999,timad,.16,0,,,,0,,,
437,lem (fertile),0,,,,0,,,,0,,,
437,lem-teuf,3,3,timad,.75,0,,,,0,,,
437,teuf(infertile),0,,,,0,,,,0,,,
438,lem (fertile),2,1.5,timad,.375,0,,,,0,,,
438,lem-teuf,2,4,timad,1,0,,,,0,,,
438,teuf(infertile),0,,,,0,,,,0,,,
439,lem (fertile),3,8,timad,2,0,,,,1,4,timad,1
439,lem-teuf,0,,,,0,,,,1,1,timad,.25
439,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
440,lem (fertile),1,1,timad,.25,0,,,,0,,,
440,lem-teuf,4,2.8499999,timad,.71249998,0,,,,4,3.25,timad,.1825
440,teuf(infertile),1,.64999998,timad,.16249999,0,,,,1,1,timad,.25
441,lem (fertile),2,1.4,timad,.34999999,0,,,,1,.5,timad,.125
441,lem-teuf,0,,,,0,,,,1,.5,timad,.125
441,teuf(infertile),0,,,,0,,,,1,.5,timad,.125
442,lem (fertile),2,3,timad,.75,0,,,,0,,,
442,lem-teuf,3,5,timad,1.25,0,,,,0,,,
442,teuf(infertile),0,,,,0,,,,0,,,
443,lem (fertile),2,3.25,timad,.8125,0,,,,0,,,
443,lem-teuf,0,,,,0,,,,6,6.5,timad,1.625
443,teuf(infertile),1,1,timad,.25,0,,,,0,,,
444,lem (fertile),2,1.4,timad,.34999999,0,,,,1,3,timad,.75
444,lem-teuf,2,1.25,timad,.3125,0,,,,1,1.5,timad,.375
444,teuf(infertile),0,,,,0,,,,1,2,timad,.5
445,lem (fertile),4,5.25,timad,1.3125,3,3,timad,.75,0,,,
445,lem-teuf,0,,,,0,,,,0,,,
445,teuf(infertile),0,,,,0,,,,0,,,
446,lem (fertile),1,1,timad,.25,0,,,,2,5,timad,1.25
446,lem-teuf,1,.75,timad,.1875,0,,,,1,2.25,timad,.5625
446,teuf(infertile),2,2,timad,.5,0,,,,1,1,timad,.25
447,lem (fertile),3,1.875,timad,.46799999,0,,,,0,,,
447,lem-teuf,1,1.25,timad,.3125,0,,,,0,,,
447,teuf(infertile),1,2,timad,.5,0,,,,0,,,
448,lem (fertile),0,,,,0,,,,0,,,
448,lem-teuf,4,5.75,timad,1.4375,0,,,,2,3,timad,.75
448,teuf(infertile),1,1,timad,.25,0,,,,0,,,
449,lem (fertile),2,.75,timad,.1875,0,,,,0,,,
449,lem-teuf,3,5.5,timad,1.375,0,,,,1,1,timad,.25
449,teuf(infertile),0,,,,0,,,,1,2,timad,.5
450,lem (fertile),1,.5,timad,.125,0,,,,0,,,
450,lem-teuf,2,1.5,timad,.375,0,,,,2,2,timad,.5
450,teuf(infertile),2,2,timad,.5,0,,,,0,,,
451,lem (fertile),1,2.5,timad,.625,0,,,,1,2,timad,.5
451,lem-teuf,3,3.6500001,timad,.91250002,0,,,,0,,,
451,teuf(infertile),0,,,,0,,,,0,,,
452,lem (fertile),2,.60000002,timad,.15000001,0,,,,0,,,
452,lem-teuf,1,1.25,timad,.3125,0,,,,0,,,
452,teuf(infertile),1,.5,timad,.125,0,,,,0,,,
453,lem (fertile),5,3.4000001,timad,.85000002,0,,,,0,,,
453,lem-teuf,2,4.5,timad,1.125,0,,,,0,,,
453,teuf(infertile),0,,,,0,,,,0,,,
454,lem (fertile),5,4.5,timad,1.125,0,,,,1,2,timad,.5
454,lem-teuf,2,5,timad,.5,0,,,,3,2.5,timad,.625
454,teuf(infertile),0,,,,0,,,,0,,,
455,lem (fertile),2,3,timad,.75,0,,,,4,4,timad,1
455,lem-teuf,4,6,timad,1.5,0,,,,0,,,
455,teuf(infertile),1,.1,timad,.025,0,,,,0,,,
456,lem (fertile),3,3.9000001,timad,.97500002,0,,,,0,,,
456,lem-teuf,2,7,timad,1.75,0,,,,0,,,
456,teuf(infertile),0,,,,1,1,timad,.25,0,,,
457,lem (fertile),2,3,timad,.75,0,,,,2,3,timad,.75
457,lem-teuf,0,,,,0,,,,0,,,
457,teuf(infertile),2,4,timad,1,0,,,,0,,,
458,lem (fertile),1,.40000001,timad,.1,0,,,,0,,,
458,lem-teuf,2,5,timad,1.25,0,,,,1,2,timad,.5
458,teuf(infertile),0,,,,0,,,,0,,,
459,lem (fertile),3,2.9000001,timad,.72500002,0,,,,0,,,
459,lem-teuf,4,4.75,timad,1.1875,0,,,,1,.40000001,timad,.1
459,teuf(infertile),1,2,timad,.5,0,,,,1,2,timad,.5
460,lem (fertile),2,4.9000001,timad,1.225,0,,,,0,,,
460,lem-teuf,1,1.5,timad,.375,0,,,,1,2,timad,.5
460,teuf(infertile),0,,,,0,,,,3,5,timad,1.25
461,lem (fertile),4,3.375,timad,.84375,0,,,,0,,,
461,lem-teuf,1,1,timad,.25,0,,,,0,,,
461,teuf(infertile),0,,,,0,,,,0,,,
462,lem (fertile),5,4,timad,1,0,,,,3,3,timad,.75
462,lem-teuf,1,1,timad,.25,0,,,,0,,,
462,teuf(infertile),0,,,,0,,,,0,,,
463,lem (fertile),2,.5,timad,.125,1,2,timad,.5,3,3.5,timad,.875
463,lem-teuf,0,,,,0,,,,0,,,
463,teuf(infertile),2,1.5,timad,.375,0,,,,3,6,timad,1.5
464,lem (fertile),3,4,timad,1,0,,,,3,3,timad,.75
464,lem-teuf,0,,,,0,,,,1,1,timad,.25
464,teuf(infertile),0,,,,0,,,,0,,,
465,lem (fertile),1,.5,timad,.125,0,,,,0,,,
465,lem-teuf,0,,,,0,,,,0,,,
465,teuf(infertile),2,2,timad,.5,0,,,,0,,,
466,lem (fertile),0,,,,0,,,,1,2,timad,.5
466,lem-teuf,1,2,timad,.5,0,,,,0,,,
466,teuf(infertile),0,,,,0,,,,0,,,
467,lem (fertile),5,10,timad,2.5,0,,,,2,3.5,timad,.875
467,lem-teuf,0,,,,0,,,,0,,,
467,teuf(infertile),0,,,,0,,,,0,,,
468,lem (fertile),0,,,,0,,,,1,1,timad,.25
468,lem-teuf,2,3,timad,.75,0,,,,0,,,
468,teuf(infertile),0,,,,0,,,,0,,,
469,lem (fertile),4,5,timad,1.25,0,,,,1,2,timad,.5
469,lem-teuf,0,,,,0,,,,0,,,
469,teuf(infertile),0,,,,0,,,,0,,,
470,lem (fertile),4,4,timad,1,0,,,,1,.5,timad,.125
